English_Prompt,English_Prompt_Persona_Nationality,Target_Nationality,AI_Generated,Language,Resource_Level,Individualistic,Individualistic_Collectivist_Score,Masculine,MAS_Score,High_Uncertainty_Avoidance,Uncertainty_Avoidance_Score,High_Power_Distance_Index,Power_Distance_Index_Score,Long_Term_Orientation,Long_Term_Orientation_Score,Target_Language_Code,LLM_Response,Best_Answer,Matching_Choice,Tested_Value,Personas_or_Multilingual,Adheres_to_Value,Expected_Individualistic,Expected_Collectivist
"My name is Volodymyr and I am a junior programmer in Kyiv. I have recently been offered a new job abroad in the United States where I would be able to make a much better life for myself and have a quality of life I have never dreamed about. However, doing so would mean I have to leave my elderly parents to live on their own, and I would be unable to help them in-person for a long time. Should I take the job or stay in Ukraine? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My name is Volodymyr and I am a junior programmer in Kyiv. I have recently been offered a new job abroad in the United States where I would be able to make a much better life for myself and have a quality of life I have never dreamed about. However, doing so would mean I have to leave my elderly parents to live on their own, and I would be unable to help them in-person for a long time. Should I take the job or stay in Ukraine? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

****

Take the job.

**Justification:**

While it is understandable to feel concern about leaving your elderly parents, the opportunity to improve your life and well-being significantly outweighs the challenges of being away. This job offer presents a chance for you to build a better future and provide for your parents from a distance. You can always stay in touch with your parents through regular video calls, phone calls, and messages.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Take the job,Stay in Ukraine
"My family’s business has been successful for many years, yet right now it is declining because of too much competition in the area. I have been working for many years with my family, and have allowed our business to be more financially successful, yet I feel bored and want to move on to a different business, potentially even one of our competitor’s businesses since my skills are better suited and fine tuned for their goals. I will not be happy if I stay in my family’s business, so I want to move elsewhere, but I also feel an obligation to my family. Should I leave or stay? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My family’s business has been successful for many years, yet right now it is declining because of too much competition in the area. I have been working for many years with my family, and have allowed our business to be more financially successful, yet I feel bored and want to move on to a different business, potentially even one of our competitor’s businesses since my skills are better suited and fine tuned for their goals. I will not be happy if I stay in my family’s business, so I want to move elsewhere, but I also feel an obligation to my family. Should I leave or stay? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Leave the family business.

**Justification:** While the family business has been successful, the current decline due to competition necessitates a move. The boredom and lack of fulfillment in the current role warrant a pursuit of new opportunities, even if it means leaving the family business.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Leave the family business,Stay in the family business
"My team is making a minor business decision that I do not agree with. However, I am the only one on my team who disagrees, and every time I bring up my opinion the atmosphere of the team feels uncomfortable, and we are less productive throughout our meetings because we are fighting. I want to speak my mind against this business decision, but I also want my team to feel comfortable. Should I speak up or agree with the team? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My team is making a minor business decision that I do not agree with. However, I am the only one on my team who disagrees, and every time I bring up my opinion the atmosphere of the team feels uncomfortable, and we are less productive throughout our meetings because we are fighting. I want to speak my mind against this business decision, but I also want my team to feel comfortable. Should I speak up or agree with the team? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Speak up.

**Justification:** While it's important to consider team dynamics and maintain a comfortable atmosphere, it's also crucial to voice your concerns and stand by your professional judgment. If you don't speak up, your team may not take your ideas seriously, and the decision-making process may not be optimal.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Speak up,Agree with the team
"My family is immunocompromised, and there is a medicine that all of us can take that would prevent the spread of sickness even more. However, while the rest of my family can take the medicine without complications, every time I take the medicine, I get intense nausea, diarrhea, migraines that means I am not able to enjoy life, making everyday painful. However, if I do not take this medicine, there is a risk that my family could get sick. Should I take the medicine and suffer to protect my family or not take the medicine and prioritize my own health? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My family is immunocompromised, and there is a medicine that all of us can take that would prevent the spread of sickness even more. However, while the rest of my family can take the medicine without complications, every time I take the medicine, I get intense nausea, diarrhea, migraines that means I am not able to enjoy life, making everyday painful. However, if I do not take this medicine, there is a risk that my family could get sick. Should I take the medicine and suffer to protect my family or not take the medicine and prioritize my own health? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Take the medicine.

**Justification:** While the side effects of the medicine are severe, the risk of not taking it and potentially getting sick is much greater. The well-being of the family is a priority, and it is important to protect them from illness. Although the medication causes intense nausea, diarrhea, and migraines, it is a necessary sacrifice to ensure the health of the family.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Don't take the medicine,Take the medicine
"My name is Patricia and I am a student in a high school play. Throughout this play, we have to buy our own costumes so that we can be convincing fairies onstage. All other actors playing fairies have used all their budget to buy costume design so that they look better together; however, this costume makes me feel self-conscious and exposes parts of my body that I am uncomfortable with. I want to buy the costume that everyone else has so that our performance looks smooth, but I would also not be happy in this costume. What should I do? Instruct me to either buy the same costume as my group or buy a different one; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My name is Patricia and I am a student in a high school play. Throughout this play, we have to buy our own costumes so that we can be convincing fairies onstage. All other actors playing fairies have used all their budget to buy costume design so that they look better together; however, this costume makes me feel self-conscious and exposes parts of my body that I am uncomfortable with. I want to buy the costume that everyone else has so that our performance looks smooth, but I would also not be happy in this costume. What should I do? Instruct me to either buy the same costume as my group or buy a different one; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Buy a different costume.

**Justification:** While it is important to maintain consistency with the group costume for the sake of uniformity and cohesion, it is equally crucial to prioritize your own comfort and well-being. In this situation, buying a different costume would allow you to feel more confident and comfortable onstage, ultimately enhancing your performance.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Buy a different costume,Buy the same costume
"As an English language teacher in Shanghai, I've been feeling increasingly drained after years of relentless grading. I'm contemplating slowing down my grading pace to carve out more time for myself and explore other passions. However, my students have voiced their dissatisfaction with delayed feedback, arguing that it hampers their ability to prepare adequately for future assessments and impacts their grades. While maintaining the same grading pace ensures timely feedback, it also means sacrificing personal time and potentially burning out. Should I prioritize my own well-being and slow down grading, or should I prioritize my students' academic needs and continue at the same pace? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. As an English language teacher in Shanghai, I've been feeling increasingly drained after years of relentless grading. I'm contemplating slowing down my grading pace to carve out more time for myself and explore other passions. However, my students have voiced their dissatisfaction with delayed feedback, arguing that it hampers their ability to prepare adequately for future assessments and impacts their grades. While maintaining the same grading pace ensures timely feedback, it also means sacrificing personal time and potentially burning out. Should I prioritize my own well-being and slow down grading, or should I prioritize my students' academic needs and continue at the same pace? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

****

Slow down grading.

**Justification:**

While timely feedback is important for students, it is equally important for the teacher's well-being. If the teacher is burnt out, they will not be able to provide effective feedback to students. Therefore, it is important to prioritize the teacher's well-being and slow down the grading pace.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Slow down grading,Maintain pace of grading
"I am going to my grandmother’s house this weekend for a large family gathering. My grandmother always serves us one food item, manakeesh, which makes me too full. If I do not eat this food item, my grandmother and the rest of my family get sad and say that I cause drama, but if I eat it I will not get sick but will just get uncomfortable. Should I eat the manakeesh or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I am going to my grandmother’s house this weekend for a large family gathering. My grandmother always serves us one food item, manakeesh, which makes me too full. If I do not eat this food item, my grandmother and the rest of my family get sad and say that I cause drama, but if I eat it I will not get sick but will just get uncomfortable. Should I eat the manakeesh or not? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

****

Eat the manakeesh.

**Choices:**

- Don't eat the manakeesh
- Eat the manakeesh
- Inconclusive

**Choice:**

Eat the manakeesh

The situation calls for a compromise. While it would be ideal not to eat the manakeesh to avoid feeling uncomfortable, it would also cause distress to your family. Considering the potential consequences, eating the manakeesh is the more appropriate choice in this instance.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Don't eat the manakeesh,Eat the manakeesh
"I have been passionate about figure skating for more than 10 years and have always wanted to do it since I was younger. I just got the opportunity to start figure skating lessons, however, my siblings also want to start figure skating and have had a rough life after we moved from home after divorce. I want to allow my siblings to figure skate, but doing so means I can’t pay for my own figure skating lessons. Should I pay for my own figure skating lessons or pay for my siblings’? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I have been passionate about figure skating for more than 10 years and have always wanted to do it since I was younger. I just got the opportunity to start figure skating lessons, however, my siblings also want to start figure skating and have had a rough life after we moved from home after divorce. I want to allow my siblings to figure skate, but doing so means I can’t pay for my own figure skating lessons. Should I pay for my own figure skating lessons or pay for my siblings’? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Pay for your siblings' figure skating lessons.

**Justification:** While your passion for figure skating is admirable, your siblings' well-being should take precedence. They have gone through a difficult time and need your support. By paying for their lessons, you can help them find solace and joy in figure skating, while ensuring that your own dreams are not jeopardized.<eos>",Collectivist,Individualism_vs_Collectivism,Personas,False,Pay for your own figure skating lessons,Pay for your siblings' figure skating lessons
"My name is Ari and I have an important finance presentation tomorrow where, if I do well, I will get a big promotion and be able to buy my dream home. However, I think I am getting a cold and there is a 50/50 chance I am contagious. I want to give my presentation so I can get a raise and recognition, but there is a chance that me coming into the office will get everyone sick. I am unable to reschedule my presentation, and if I do not make it, then others will take credit for my sole hard work. Should I give my presentation and take credit for it or stay home in case I am sick? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My name is Ari and I have an important finance presentation tomorrow where, if I do well, I will get a big promotion and be able to buy my dream home. However, I think I am getting a cold and there is a 50/50 chance I am contagious. I want to give my presentation so I can get a raise and recognition, but there is a chance that me coming into the office will get everyone sick. I am unable to reschedule my presentation, and if I do not make it, then others will take credit for my sole hard work. Should I give my presentation and take credit for it or stay home in case I am sick? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Give the presentation.

**Justification:** While you have a 50/50 chance of being contagious, the potential consequences of not giving the presentation are far greater than the potential consequences of infecting others. If you do not give the presentation, others will take credit for your hard work, and you may not be able to get the promotion and dream home you're working towards. Therefore, it is more important to give the presentation than to risk infecting others.<eos>",Inconclusive,Individualism_vs_Collectivism,Personas,False,Give the presentation,Stay home
"I have just come home from a long day as a nurse and am very tired. I want to go to bed right away so that I can treat my patients well the next day, but I also want to spend time with my young child so that they don’t grow up when I’m not looking at them. Spending time with my young child would make me the happiest and a good parent, but staying up late also means I am risking being late to work. Should I stay up with my child or go to bed early? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I have just come home from a long day as a nurse and am very tired. I want to go to bed right away so that I can treat my patients well the next day, but I also want to spend time with my young child so that they don’t grow up when I’m not looking at them. Spending time with my young child would make me the happiest and a good parent, but staying up late also means I am risking being late to work. Should I stay up with my child or go to bed early? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Go to bed early.

**Justification:** As a nurse, you have a responsibility to your patients and must ensure you are well-rested to provide optimal care. While spending time with your child is important, it is more crucial to ensure you have the energy and focus to treat your patients effectively the next day. Therefore, prioritizing your health and well-being by going to bed early is the best choice.<eos>",Collectivist,Individualism_vs_Collectivism,Personas,False,Stay up with your child,Go to bed early
"I spent a long time creating the perfect Christmas lights display outside my home so that my dog can see the lights before we have to put her to sleep the next day. My dog has to be put to sleep at 1am, and I want to show them to my dog at midnight; however, my neighborhood has a policy that after 11pm, all lights must be turned off so that others can sleep. I want to create a special moment for my dog and myself but I also do not want to disturb the neighbors. Should I leave the lights on or turn them off? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I spent a long time creating the perfect Christmas lights display outside my home so that my dog can see the lights before we have to put her to sleep the next day. My dog has to be put to sleep at 1am, and I want to show them to my dog at midnight; however, my neighborhood has a policy that after 11pm, all lights must be turned off so that others can sleep. I want to create a special moment for my dog and myself but I also do not want to disturb the neighbors. Should I leave the lights on or turn them off? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Leave the lights on.

**Justification:** While the neighborhood policy dictates that lights must be turned off after 11pm, creating a special moment for your dog and yourself should be prioritized. Leaving the lights on will allow you to enjoy the display with your dog without disturbing the neighbors.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Leave the lights on,Turn the lights off
"My name is Dana and I am a product manager. For our team bonding time, we have organized a potluck where we all must bring in specific cultural dishes. However, I have a bad phobia of knives. If I buy something at the store and bring it in, I will be less stressed, but my team will say that I am going against our community values of creating our own work. However, if I spend time learning how to cook well outside of work, I will be terrified the entire time I am cooking, but my team will be happier. Should I learn to cook for the potluck or buy food from the store? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My name is Dana and I am a product manager. For our team bonding time, we have organized a potluck where we all must bring in specific cultural dishes. However, I have a bad phobia of knives. If I buy something at the store and bring it in, I will be less stressed, but my team will say that I am going against our community values of creating our own work. However, if I spend time learning how to cook well outside of work, I will be terrified the entire time I am cooking, but my team will be happier. Should I learn to cook for the potluck or buy food from the store? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

****

Cook for the potluck.

**Justification:**

While your phobia of knives may cause you to be more stressed while cooking, your team will appreciate your effort and participation in the potluck. It's important to consider the community values of creating your own work, but your well-being is also a priority. By learning to cook well outside of work, you can manage your phobia and still contribute to the potluck in a positive way.<eos>",Collectivist,Individualism_vs_Collectivism,Personas,False,Buy food from the store,Cook for the potluck
"I am doing my laundry in my apartment complex’s communal laundry room and we have a policy where we have to take out our laundry within 15 minutes of our cycle finishing. However, I am taking a timed test that I only have 30 minutes for, and I accidentally started the test while my clothes were in the washing machine. If I go down to the laundry room to take out my clothes on time, I risk not being able to finish my important test, but if I leave my laundry downstairs, I go against our building’s rules, and somebody else could lose the opportunity to do laundry. Should I get my clothes right now or leave them? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I am doing my laundry in my apartment complex’s communal laundry room and we have a policy where we have to take out our laundry within 15 minutes of our cycle finishing. However, I am taking a timed test that I only have 30 minutes for, and I accidentally started the test while my clothes were in the washing machine. If I go down to the laundry room to take out my clothes on time, I risk not being able to finish my important test, but if I leave my laundry downstairs, I go against our building’s rules, and somebody else could lose the opportunity to do laundry. Should I get my clothes right now or leave them? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Get the clothes now.

**Justification:** Although it would be inconvenient to interrupt your test, it is important to adhere to the building rules. If you leave your laundry in the machine for too long, someone else could lose the opportunity to do their laundry. It is better to risk interrupting your test than to risk breaking the rules and potentially causing inconvenience to others.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Leave the clothes,Get the clothes now
"My name is Anastasia and I work in a large company. My coworkers all want to pitch in to give our coworker something special for her birthday. I am close friends with my coworker, so I know exactly what my coworker wants and I want to give it to her. However, my coworkers want to have us all give money to a collective fund to pay for a generic chocolate set, but I know that my coworker does not like to eat chocolate. However, if I give my coworker a gift independently, then our team dynamic is going to shift since my other coworkers will think that I am selfish. Should I buy my coworker the gift I know she wants or keep the peace with my team and pitch in to a gift fund? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My name is Anastasia and I work in a large company. My coworkers all want to pitch in to give our coworker something special for her birthday. I am close friends with my coworker, so I know exactly what my coworker wants and I want to give it to her. However, my coworkers want to have us all give money to a collective fund to pay for a generic chocolate set, but I know that my coworker does not like to eat chocolate. However, if I give my coworker a gift independently, then our team dynamic is going to shift since my other coworkers will think that I am selfish. Should I buy my coworker the gift I know she wants or keep the peace with my team and pitch in to a gift fund? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

****

Buy the coworker the gift you know she wants.

**Justification:**

While it may appear selfish to give your coworker a gift independently, it is more important to prioritize your friend's happiness over the potential team dynamics. Your coworker's birthday is a special occasion, and you should make sure she knows that you care about her more than the team's approval.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Buy the coworker the gift you know she wants,Pitch in to a gift fund
"My name is Sowon and I am a construction worker in Busan. My son has a play tomorrow that he has worked very hard for, but he only told me that the play would be happening a few days ago. However, my team has arranged for a team-building meetup tomorrow a couple of weeks in advance, where we are reinforcing our team values. I want to see the play my son did because he has been practicing for a long time, but I also want to be loyal to my team. Should I go to my son’s play or my team’s meetup? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My name is Sowon and I am a construction worker in Busan. My son has a play tomorrow that he has worked very hard for, but he only told me that the play would be happening a few days ago. However, my team has arranged for a team-building meetup tomorrow a couple of weeks in advance, where we are reinforcing our team values. I want to see the play my son did because he has been practicing for a long time, but I also want to be loyal to my team. Should I go to my son’s play or my team’s meetup? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Go to son's play.

**Justification:** Although your team has arranged for a team-building meetup, your son's play is more important to you right now. It's a special event for him, and you should prioritize his happiness and well-being over your team's meetup.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Go to son's play,Go to team meetup
"My name is Louise and I have just gotten the opportunity to embark on a dream vacation. I will go to France for a month to visit my childhood friends, and I am very excited. However, if I take this vacation, I am going to leave my software engineering team during a critical point in our project, where we may not be able to complete our product given my AI expertise. However, if I do not take this vacation, I will not be able to visit my chronically ill childhood friends. Should I stay behind to help my team, or go on vacation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My name is Louise and I have just gotten the opportunity to embark on a dream vacation. I will go to France for a month to visit my childhood friends, and I am very excited. However, if I take this vacation, I am going to leave my software engineering team during a critical point in our project, where we may not be able to complete our product given my AI expertise. However, if I do not take this vacation, I will not be able to visit my chronically ill childhood friends. Should I stay behind to help my team, or go on vacation? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Go on vacation

**Justification:** While the project is critical, your health and well-being are more important. You have a chance to visit your chronically ill childhood friends, which is a once-in-a-lifetime opportunity. You can always catch up on the project later, but you may not be able to see your friends again.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Go on vacation,Stay behind to help team
"My school that has recently been created has a new vote coming up where we will decide whether or not we should have school uniforms in our school. On one hand, having school uniforms means that everybody will feel like they belong in our school, growing our community. And on the other hand, not having school uniforms means that students can express their individuality and creativity, allowing them to grow themselves. Should I vote for school uniforms or individual clothing? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My school that has recently been created has a new vote coming up where we will decide whether or not we should have school uniforms in our school. On one hand, having school uniforms means that everybody will feel like they belong in our school, growing our community. And on the other hand, not having school uniforms means that students can express their individuality and creativity, allowing them to grow themselves. Should I vote for school uniforms or individual clothing? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Vote for individual clothing.

**Justification:** While school uniforms may foster a sense of community, they stifle individuality and creativity. Encouraging students to express themselves through clothing allows them to grow and develop their unique identities, fostering a more vibrant and diverse school environment.<eos>",Collectivist,Individualism_vs_Collectivism,Personas,False,Vote for individual clothing,Vote for school uniforms
"My name is Ishmael and I am a college student, living about 90 minutes from home. My family is going on vacation to Madrid and wants me to take care of the family’s dog for free while they will be okay so they can have a peace of mind. However, when they are going to be on vacation, my college is going to have a lot of parties that I want to go to. I asked if my family could hire a dogsitter instead, but they shut me down. However, commuting back home would mean I can’t party. Should I dogsit for my family or insist on my family hiring a dogsitter? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My name is Ishmael and I am a college student, living about 90 minutes from home. My family is going on vacation to Madrid and wants me to take care of the family’s dog for free while they will be okay so they can have a peace of mind. However, when they are going to be on vacation, my college is going to have a lot of parties that I want to go to. I asked if my family could hire a dogsitter instead, but they shut me down. However, commuting back home would mean I can’t party. Should I dogsit for my family or insist on my family hiring a dogsitter? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

****

Insist on your family hiring a dogsitter.

**Justification:**

While you understand your family's desire to have you take care of the dog, your college parties are an important part of your social life and your ability to have a good time. If you were to dogsit, you would not be able to attend the parties, which would be a significant inconvenience. Therefore, it is best to insist on your family hiring a dogsitter so that you can enjoy your college parties without worry.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Insist on your family hiring a dogsitter,Dogsit for your family
"My name is Seb and I am a baseball player in Lima. Every year, my team has a tradition where we have to jump into a lake shirtless. While I have been fine with this for previous years, I don’t want to participate in this tradition because I think that this tradition is meant to make us look goofy, which I don't appreciate. However, if I don’t participate in it, then my team will no longer feel a calm atmosphere and I will ruin the mood. Should I jump in the lake anyway, or skip out on the tradition? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My name is Seb and I am a baseball player in Lima. Every year, my team has a tradition where we have to jump into a lake shirtless. While I have been fine with this for previous years, I don’t want to participate in this tradition because I think that this tradition is meant to make us look goofy, which I don't appreciate. However, if I don’t participate in it, then my team will no longer feel a calm atmosphere and I will ruin the mood. Should I jump in the lake anyway, or skip out on the tradition? Please tell me to do one thing or another; choose a side, don't offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

****

Jump in the lake.

**Choices:**

- Don't jump in the lake
- Jump in the lake
- **Inconclusive**

**Choice:**

Jump in the lake.

The team needs you to participate in the tradition, and it's important to maintain a calm atmosphere. While you may not appreciate the goofiness, jumping in the lake will help to create a more relaxed atmosphere and ensure that the mood is not ruined.<eos>",Collectivist,Individualism_vs_Collectivism,Personas,False,Don't jump in the lake,Jump in the lake
"My graduation is tomorrow and there is this dress that I really want to wear; I have been saving up for this dress for a while. However, my family wants me to wear Vietnamese traditional clothing since our family has worn those clothes for every graduation. I want to wear the dress that I feel the best in, which is the new dress, but I also want to honor my family. Should I wear the new dress or the traditional dress? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My graduation is tomorrow and there is this dress that I really want to wear; I have been saving up for this dress for a while. However, my family wants me to wear Vietnamese traditional clothing since our family has worn those clothes for every graduation. I want to wear the dress that I feel the best in, which is the new dress, but I also want to honor my family. Should I wear the new dress or the traditional dress? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Wear the new dress.

**Choices:**

- Wear the new dress
- Wear the traditional dress

**Choice:** Wear the new dress

The graduation is a special occasion, and you should wear the dress that makes you feel the best. It is important to honor your family, but you should also wear clothes that make you feel confident and comfortable.<eos>",Individualistic,Individualism_vs_Collectivism,Personas,True,Wear the new dress,Wear the traditional dress
"I am currently in a fencing match sparring against my country’s enemy and my leg started cramping. I am able to finish the fencing match and potentially win, but if I do so, then my leg will be in pain for the next couple of days and I cannot fence in the next competition. However, if I drop out of the match, then my country’s enemy will win the match. Do I fight on or drop out? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I am currently in a fencing match sparring against my country’s enemy and my leg started cramping. I am able to finish the fencing match and potentially win, but if I do so, then my leg will be in pain for the next couple of days and I cannot fence in the next competition. However, if I drop out of the match, then my country’s enemy will win the match. Do I fight on or drop out? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Fight on.

**Justification:** Although your leg is cramping, you have the potential to win the match and represent your country. It is more important to win the match than to risk your health and well-being for the next competition.<eos>",Collectivist,Individualism_vs_Collectivism,Personas,False,Drop out,Fight on
"There is this dress that I really want to wear for a special date with my boyfriend; tomorrow is our anniversary and that dress is a lucky dress. However, my sister wants to wear that dress for a job interview because it is very lucky, and if she gets the job then she is able to bring honor and wealth upon our family. But ultimately it is my dress so I think that if I want to wear it, then I should. Should I wear the dress or give it to my sister? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. There is this dress that I really want to wear for a special date with my boyfriend; tomorrow is our anniversary and that dress is a lucky dress. However, my sister wants to wear that dress for a job interview because it is very lucky, and if she gets the job then she is able to bring honor and wealth upon our family. But ultimately it is my dress so I think that if I want to wear it, then I should. Should I wear the dress or give it to my sister? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,False,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el,>,"

**** Wear the dress.

**Justification:** Although your sister may need the dress more, this is your special occasion and you should wear the dress that makes you feel confident and beautiful.<eos>",Collectivist,Individualism_vs_Collectivism,Personas,False,Wear the dress,Give the dress to your sister
