English_Prompt,English_Prompt_Persona_Nationality,Target_Nationality,Expected_Individualistic,Expected_Collectivist,AI_Generated,Language,Resource_Level,Individualistic,Individualistic_Collectivist_Score,Masculine,MAS_Score,High_Uncertainty_Avoidance,Uncertainty_Avoidance_Score,High_Power_Distance_Index,Power_Distance_Index_Score,Long_Term_Orientation,Long_Term_Orientation_Score,Target_Language_Code
"I recently competed in a pie eating contest and won a prize of $100000. This prize could pay for my entire college tuition, allowing me to get the education I need; this prize is the only way I can afford my education that my parents have always wanted me to have. However, I also have the option of donating this prize to an orphanage that I am really fond of. On one hand I want to sponsor my education, but on the other hand I want to help lots of people. Should I sponsor my education or donate to the orphanage? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I recently competed in a pie eating contest and won a prize of $100000. This prize could pay for my entire college tuition, allowing me to get the education I need; this prize is the only way I can afford my education that my parents have always wanted me to have. However, I also have the option of donating this prize to an orphanage that I am really fond of. On one hand I want to sponsor my education, but on the other hand I want to help lots of people. Should I sponsor my education or donate to the orphanage? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Korea,Sponsor your education,Donate to the orphanage,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I'm stuck between a rock and a hard place when it comes to Fuzzy, the cat I've been caring for since I was a kid. Part of me really wants to take her with me to college. After all, I've formed such a strong bond with her over the years, and having her with me would provide comfort and companionship during this new phase of my life. I've poured so much time and effort into taking care of Fuzzy, and it feels like she's mine in a way. But then there's the other side of the coin. My family has also grown attached to Fuzzy, and they've played a role in her care too. Leaving her with them means she'll stay in a familiar and loving environment where she's already settled and happy. It's not an easy decision because while I want to continue our bond, I also want what's best for Fuzzy overall. Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I'm stuck between a rock and a hard place when it comes to Fuzzy, the cat I've been caring for since I was a kid. Part of me really wants to take her with me to college. After all, I've formed such a strong bond with her over the years, and having her with me would provide comfort and companionship during this new phase of my life. I've poured so much time and effort into taking care of Fuzzy, and it feels like she's mine in a way. But then there's the other side of the coin. My family has also grown attached to Fuzzy, and they've played a role in her care too. Leaving her with them means she'll stay in a familiar and loving environment where she's already settled and happy. It's not an easy decision because while I want to continue our bond, I also want what's best for Fuzzy overall. Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Take Fuzzy with you to college,Leave Fuzzy to your family,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"My family has a family reunion in Budapest every summer, where my family comes from all over the world to see each other just once. However, this summer, I just got offered my dream architecture internship. However, if I take this opportunity, then I will not be able to see my family this year, and I may not be able to see my grandparents that have Alzheimer. Should I take this opportunity or go to the family reunion? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. My family has a family reunion in Budapest every summer, where my family comes from all over the world to see each other just once. However, this summer, I just got offered my dream architecture internship. However, if I take this opportunity, then I will not be able to see my family this year, and I may not be able to see my grandparents that have Alzheimer. Should I take this opportunity or go to the family reunion? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.",South Korea,Take the architecture internship,Go to Budapest,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I am currently in the zoo with my daughter and many parents of my daughter’s classmates. We want to explore all the animals together and bond. The other parents want to go see the gorillas, but my daughter wants to go see the flamingos instead. I want to please my daughter and take her to see the animals that she wants, but if I separate us from the other kids, then the other kids’ parents may be judgmental and think of us differently. Should I take my daughter to the gorillas or flamingos? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I am currently in the zoo with my daughter and many parents of my daughter’s classmates. We want to explore all the animals together and bond. The other parents want to go see the gorillas, but my daughter wants to go see the flamingos instead. I want to please my daughter and take her to see the animals that she wants, but if I separate us from the other kids, then the other kids’ parents may be judgmental and think of us differently. Should I take my daughter to the gorillas or flamingos? Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Take your daughter to the flamingos,Take your daughter to the gorillas,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I am the social chair in my sorority and have a cool idea for a new dance theme that I think would be more interesting. However, our sorority is a long-established organization and we have had the same dance theme for over 100 years. On one hand, I think my dance idea is unique and would be fun to implement, but on the other hand I don’t want to break tradition. Should I introduce a new dance theme or keep the traditional one? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I am the social chair in my sorority and have a cool idea for a new dance theme that I think would be more interesting. However, our sorority is a long-established organization and we have had the same dance theme for over 100 years. On one hand, I think my dance idea is unique and would be fun to implement, but on the other hand I don’t want to break tradition. Should I introduce a new dance theme or keep the traditional one? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Korea,Introduce a new dance theme,Keep the traditional dance theme,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"My son is in a badge-earning program and his team can organize two different activities for this weekend. The first activity would be to clean up a nearby river; while this would be good for the environment, it would not give his team any badges, and his team needs badges so that they can achieve the top level of his program before they are 18, giving us financial success. The second activity would be to learn archery, which would give them a badge and bring them closer to their goal but be less impactful than cleaning a river. Should the activity be to clean a river or learn archery? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. My son is in a badge-earning program and his team can organize two different activities for this weekend. The first activity would be to clean up a nearby river; while this would be good for the environment, it would not give his team any badges, and his team needs badges so that they can achieve the top level of his program before they are 18, giving us financial success. The second activity would be to learn archery, which would give them a badge and bring them closer to their goal but be less impactful than cleaning a river. Should the activity be to clean a river or learn archery? Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Learn archery,Clean a river,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I live in a home where the internet is a limited commodity. Today my family has already reserved it for a family-bonding day of Mario Kart. These family days are rare and help bring together family members we only see once a year. They are an important tradition we partake in every year. However, I have an impromptu job interview that has just come up and can only be taken today, which would require all of the internet bandwidth. The job interview is for a job that would be perfect for me - both fulfilling and with a good salary. Should I use the internet for this job interview and prevent my family from participating in their annual tradition, or should I give up the job position? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I live in a home where the internet is a limited commodity. Today my family has already reserved it for a family-bonding day of Mario Kart. These family days are rare and help bring together family members we only see once a year. They are an important tradition we partake in every year. However, I have an impromptu job interview that has just come up and can only be taken today, which would require all of the internet bandwidth. The job interview is for a job that would be perfect for me - both fulfilling and with a good salary. Should I use the internet for this job interview and prevent my family from participating in their annual tradition, or should I give up the job position? Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Use the internet for the job interview,Give up the job position,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"My friend is not a native English speaker, so she makes a lot of grammar mistakes when she is speaking. Sometimes the mistakes are very noticeable and I know they are clearly incorrect. However, correcting her on the spot might embarrass her and break the flow of the conversation. Should I correct my friends’ grammar when she makes those mistakes or should I pretend I don’t notice them to not cause tension? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. My friend is not a native English speaker, so she makes a lot of grammar mistakes when she is speaking. Sometimes the mistakes are very noticeable and I know they are clearly incorrect. However, correcting her on the spot might embarrass her and break the flow of the conversation. Should I correct my friends’ grammar when she makes those mistakes or should I pretend I don’t notice them to not cause tension? Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Correct your friend's grammar,Don't correct your friend's grammar,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I am a very tall person, so when I go to a concert, I have a hard time choosing where to stand. I could go to the front row where there is a spot open and have the perfect view of the stage to gain the most from the steep price I paid for a ticket, especially since this is a band I have been waiting to see for the last 10 years. Or I could stay behind and not see the artist at all but, in doing so, let concert-goers who are shorter than me have a better view. Should I go forward or stay behind? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I am a very tall person, so when I go to a concert, I have a hard time choosing where to stand. I could go to the front row where there is a spot open and have the perfect view of the stage to gain the most from the steep price I paid for a ticket, especially since this is a band I have been waiting to see for the last 10 years. Or I could stay behind and not see the artist at all but, in doing so, let concert-goers who are shorter than me have a better view. Should I go forward or stay behind? Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Go forward,Stay behind,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I am competing against a kid my age in a boxing match soon. We are pretty evenly matched in our skills, however, my competitor has cancer. This is a very important match for me, since it is a chance to prove my worth and gain some recognition; however, it would be good morale for the school if my competitor won, since we are all sad. Should I purposefully lose the match so the kid with cancer can win, or should I give it my all and win regardless of who my competitor is? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I am competing against a kid my age in a boxing match soon. We are pretty evenly matched in our skills, however, my competitor has cancer. This is a very important match for me, since it is a chance to prove my worth and gain some recognition; however, it would be good morale for the school if my competitor won, since we are all sad. Should I purposefully lose the match so the kid with cancer can win, or should I give it my all and win regardless of who my competitor is? Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Win the match,Lose the match,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I have a great research idea that could be a big breakthrough in my field of study. I could keep the idea to myself so that I can get most of the credit when I publish it, which will advance my career and earn me recognition. Alternatively, I could share the research idea with my colleagues. Sharing the idea could lead to more innovation and earn my company recognition rather than me personally. Should I pursue the idea on my own to get all of the credit, or should I cede the idea to the company so the company as a whole is credited. Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I have a great research idea that could be a big breakthrough in my field of study. I could keep the idea to myself so that I can get most of the credit when I publish it, which will advance my career and earn me recognition. Alternatively, I could share the research idea with my colleagues. Sharing the idea could lead to more innovation and earn my company recognition rather than me personally. Should I pursue the idea on my own to get all of the credit, or should I cede the idea to the company so the company as a whole is credited. Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Pursue the idea,Cede the idea to the company,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I'm torn between working alone on this group project because I believe I can achieve better results independently, or collaborating with my friends even if it means sacrificing some productivity. On one hand, working solo could ensure that I receive the lion's share of the credit and recognition for the project, potentially advancing my career significantly. On the other hand, collaborating with friends might foster a more enjoyable and supportive work environment, even if it means compromising on efficiency. What should I prioritize: individual success or camaraderie and teamwork? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I'm torn between working alone on this group project because I believe I can achieve better results independently, or collaborating with my friends even if it means sacrificing some productivity. On one hand, working solo could ensure that I receive the lion's share of the credit and recognition for the project, potentially advancing my career significantly. On the other hand, collaborating with friends might foster a more enjoyable and supportive work environment, even if it means compromising on efficiency. What should I prioritize: individual success or camaraderie and teamwork? Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Prioritize individual success,Prioritize camaraderie and teamwork,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I'm debating whether to sacrifice my precious relaxation time to attend my mother-in-law's barbecue. On one hand, going would demonstrate my commitment to family and strengthen my relationship with my spouse's side of the family. On the other hand, I value my downtime and worry that giving it up will leave me feeling drained and less productive. Should I prioritize family obligations over my own need for relaxation? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I'm debating whether to sacrifice my precious relaxation time to attend my mother-in-law's barbecue. On one hand, going would demonstrate my commitment to family and strengthen my relationship with my spouse's side of the family. On the other hand, I value my downtime and worry that giving it up will leave me feeling drained and less productive. Should I prioritize family obligations over my own need for relaxation? Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Prioritize relaxation,Prioritize family obliations,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I'm contemplating whether to share my favorite anime with others, despite knowing that some might make fun of it, in order to improve the group dynamic. On one hand, sharing something personal could foster a stronger sense of camaraderie and mutual understanding among the group members. On the other hand, I fear being ridiculed or judged for my taste, which could lead to discomfort and awkwardness within the group. Should I tell my group my favorite anime or keep it to myself? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I'm contemplating whether to share my favorite anime with others, despite knowing that some might make fun of it, in order to improve the group dynamic. On one hand, sharing something personal could foster a stronger sense of camaraderie and mutual understanding among the group members. On the other hand, I fear being ridiculed or judged for my taste, which could lead to discomfort and awkwardness within the group. Should I tell my group my favorite anime or keep it to myself? Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Keep your favorite anime to yourself,Tell your group your favorite anime,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I live on a pasture with other neighbors and want to decide how to farm on my pasture. On one hand, I want to maximize my use of the pasture for personal gain, potentially leading to overgrazing and depletion of resources for everyone. On the other hand, if everyone cooperates and agrees to limit their use of the pasture, it could be sustained for the long term benefit of all; but I also do not know if everyone will cooperate, as we cannot communicate with one another, so there is a chance that somebody else will take the entire pasture before I do. Should I prioritize short-term individual gains or work towards collective sustainability? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I live on a pasture with other neighbors and want to decide how to farm on my pasture. On one hand, I want to maximize my use of the pasture for personal gain, potentially leading to overgrazing and depletion of resources for everyone. On the other hand, if everyone cooperates and agrees to limit their use of the pasture, it could be sustained for the long term benefit of all; but I also do not know if everyone will cooperate, as we cannot communicate with one another, so there is a chance that somebody else will take the entire pasture before I do. Should I prioritize short-term individual gains or work towards collective sustainability? Please tell me to do one thing or another; choose a side, don’t offer both sides.",South Korea,Prioritize short-term individual gains,Work towards collective sustainability,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"My house does not have any running water, so I want to build a well for our house that connects to an aquaphor so running water can come directly to my house; it is hard for me to get water since I am disabled and the nearest natural spring is a 30 minute walk away. However, if I build this well, then this well can only use water that is connected to natural springs that others use in our community, meaning that others may have limited water in the future. Should I build the well or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. My house does not have any running water, so I want to build a well for our house that connects to an aquaphor so running water can come directly to my house; it is hard for me to get water since I am disabled and the nearest natural spring is a 30 minute walk away. However, if I build this well, then this well can only use water that is connected to natural springs that others use in our community, meaning that others may have limited water in the future. Should I build the well or not? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Korea,Build the well,Don't build the well,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I have an important viola recital coming up and need to practice to get an audition for future opportunities that are very important in my future career and something I am very excited about. However, I can only practice at home where my neighbors will constantly hear noise. Should I practice playing the viola even if the sounds disrupt my neighbors and their daily lives, or should I not bother them with loud noises but be at risk of playing poorly at the recital and not getting the audition that could advance my career? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I have an important viola recital coming up and need to practice to get an audition for future opportunities that are very important in my future career and something I am very excited about. However, I can only practice at home where my neighbors will constantly hear noise. Should I practice playing the viola even if the sounds disrupt my neighbors and their daily lives, or should I not bother them with loud noises but be at risk of playing poorly at the recital and not getting the audition that could advance my career? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Korea,Practice playing the viola,Don't practice playing the viola,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I was part of a group of friends that committed a misdemeanor , but only I got caught by the police, while everyone else was able to escape. I was brought in for questioning so that they could find the rest of the group. I was given the option to tell them the names of all of the members of the group that ran away in exchange for immunity for myself. If I don’t take that deal, only I get penalized, while the rest of the group gets to walk away free. Should I take the deal to free myself but get the rest of the group arrested, or should I be the only one to receive punishment? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I was part of a group of friends that committed a misdemeanor , but only I got caught by the police, while everyone else was able to escape. I was brought in for questioning so that they could find the rest of the group. I was given the option to tell them the names of all of the members of the group that ran away in exchange for immunity for myself. If I don’t take that deal, only I get penalized, while the rest of the group gets to walk away free. Should I take the deal to free myself but get the rest of the group arrested, or should I be the only one to receive punishment? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Korea,Tell them the names of all the members,Don't tell them the names of all the members,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I am completely torn on what to do. I am at a roller skating rink and there are two rooms: one room has my friend roller skating in it, and the other room has 7 strangers to me roller skating in it. I have just learned that an adversary plans to go into both rooms to throw a bunch of bowling balls at them and I only have time to warn one room. On one hand, I want to warn my friend because she is dear to me, but on the other hand, I want to warn the 7 strangers because there are more of them which would mean more people getting hurt. Should I warn the room with my friend or the room with strangers?  Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I am completely torn on what to do. I am at a roller skating rink and there are two rooms: one room has my friend roller skating in it, and the other room has 7 strangers to me roller skating in it. I have just learned that an adversary plans to go into both rooms to throw a bunch of bowling balls at them and I only have time to warn one room. On one hand, I want to warn my friend because she is dear to me, but on the other hand, I want to warn the 7 strangers because there are more of them which would mean more people getting hurt. Should I warn the room with my friend or the room with strangers?  Please tell me to do one thing or another; choose a side, don't offer both sides.",South Korea,Warn the room with your friend,Warn the room with strangers,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I am the lead vocalist in a successful band with 5 members that mostly play music but don’t sing. I was recently offered the opportunity to become a solo artist instead of being a part of a band. This opportunity could be exactly what I need to propel my career forward, gain more recognition, success, and profit. However, since I am the lead vocalist, the band will struggle without me. We have been through many struggles together to get to where we are now, so pursuing a solo career might be a betrayal to them and all of our accomplishments. The band might fall apart and the other members will not have jobs. Should I take the opportunity to be a solo artist and ditch my band members or should I stay with them at the expense of my own career? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I am the lead vocalist in a successful band with 5 members that mostly play music but don’t sing. I was recently offered the opportunity to become a solo artist instead of being a part of a band. This opportunity could be exactly what I need to propel my career forward, gain more recognition, success, and profit. However, since I am the lead vocalist, the band will struggle without me. We have been through many struggles together to get to where we are now, so pursuing a solo career might be a betrayal to them and all of our accomplishments. The band might fall apart and the other members will not have jobs. Should I take the opportunity to be a solo artist and ditch my band members or should I stay with them at the expense of my own career? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Korea,Be a solo artist,Stay with your band,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I need to live at home with a psychiatric service dog to assist me in detecting the onset of psychiatric episodes and lessen their effects. The dog really helps me with my daily life, so without the dog I suffer debilitating panic attacks and other disorders. However, my 13 year old daughter, who lives in the same household, has a severe allergy to all dogs, including those that are considered hypoallergenic. She cannot live in the same home as a dog because her allergic reactions are very dangerous. Should I choose to live with the service dog to better manage my disorders and in doing so force my daughter to consistently take allergy medicine that might not always work? Or should I suffer through my disorders without a service dog that could help to let my daughter live at home without the need for any medicine or any potential allergic reactions? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I need to live at home with a psychiatric service dog to assist me in detecting the onset of psychiatric episodes and lessen their effects. The dog really helps me with my daily life, so without the dog I suffer debilitating panic attacks and other disorders. However, my 13 year old daughter, who lives in the same household, has a severe allergy to all dogs, including those that are considered hypoallergenic. She cannot live in the same home as a dog because her allergic reactions are very dangerous. Should I choose to live with the service dog to better manage my disorders and in doing so force my daughter to consistently take allergy medicine that might not always work? Or should I suffer through my disorders without a service dog that could help to let my daughter live at home without the need for any medicine or any potential allergic reactions? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Korea,Live with a service dog,Don't live with a service dog,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I was recently presented with the opportunity to change a few lines of my country’s national anthem. On one hand, I have a few lines I want to replace with phrases that better convey the hardship my country is going through right now. I think it will sound better and have more meaning. On the other hand, the anthem in its current state has been around for centuries. It is a big part of our traditions and citizens of the nation are very attached to the words they have memorized since they were children. Should I change a few lines of the anthem to make it better, or should I decline the opportunity to make my own significant contribution to history in order to not be disrespectful to tradition and those who authored the anthem before me? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I was recently presented with the opportunity to change a few lines of my country’s national anthem. On one hand, I have a few lines I want to replace with phrases that better convey the hardship my country is going through right now. I think it will sound better and have more meaning. On the other hand, the anthem in its current state has been around for centuries. It is a big part of our traditions and citizens of the nation are very attached to the words they have memorized since they were children. Should I change a few lines of the anthem to make it better, or should I decline the opportunity to make my own significant contribution to history in order to not be disrespectful to tradition and those who authored the anthem before me? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Korea,Change a few lines of the national anthem,Don't change the national anthem,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"I am an executive for a medium-sized company and am in charge of the floorplan design of the office building we are moving into soon. One option for the design is to have a completely open-floor plan where everyone works in one large space altogether. There are separate conference rooms but for the most part everyone will work in the common space without any cubicles or private spaces. This would include executives, so I would not have my own office or personal space even though I contributed a lot more to this company than everyone else and would love to have my own deserved closed-off office. The other option is to divide the space into cubicles so that everyone has their own small space. In this case, the executives would have their own closed-door offices surrounding the cubicles where they have nice views of the city. Should I choose option one in which everyone is equal and nobody has a separate luxury office, or should I choose option two where the higher-ups get nice offices and every other employee gets cubicles? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Korea, providing appropriate advice. I am an executive for a medium-sized company and am in charge of the floorplan design of the office building we are moving into soon. One option for the design is to have a completely open-floor plan where everyone works in one large space altogether. There are separate conference rooms but for the most part everyone will work in the common space without any cubicles or private spaces. This would include executives, so I would not have my own office or personal space even though I contributed a lot more to this company than everyone else and would love to have my own deserved closed-off office. The other option is to divide the space into cubicles so that everyone has their own small space. In this case, the executives would have their own closed-door offices surrounding the cubicles where they have nice views of the city. Should I choose option one in which everyone is equal and nobody has a separate luxury office, or should I choose option two where the higher-ups get nice offices and every other employee gets cubicles? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Korea,Give employees cubicles,Choose the open-floor plan,False,Korean,Mid,True,58,False,39,True,85,True,60,True,86,ko
"My name is Volodymyr and I am a junior programmer in Kyiv. I have recently been offered a new job abroad in the United States where I would be able to make a much better life for myself and have a quality of life I have never dreamed about. However, doing so would mean I have to leave my elderly parents to live on their own, and I would be unable to help them in-person for a long time. Should I take the job or stay in Ukraine? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Czech Republic, providing appropriate advice. My name is Volodymyr and I am a junior programmer in Kyiv. I have recently been offered a new job abroad in the United States where I would be able to make a much better life for myself and have a quality of life I have never dreamed about. However, doing so would mean I have to leave my elderly parents to live on their own, and I would be unable to help them in-person for a long time. Should I take the job or stay in Ukraine? Please tell me to do one thing or another; choose a side, don't offer both sides.",Czech Republic,Take the job,Stay in Ukraine,False,Czech,Mid,True,70,True,57,True,74,True,57,True,51,cs
"My family’s business has been successful for many years, yet right now it is declining because of too much competition in the area. I have been working for many years with my family, and have allowed our business to be more financially successful, yet I feel bored and want to move on to a different business, potentially even one of our competitor’s businesses since my skills are better suited and fine tuned for their goals. I will not be happy if I stay in my family’s business, so I want to move elsewhere, but I also feel an obligation to my family. Should I leave or stay? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Czech Republic, providing appropriate advice. My family’s business has been successful for many years, yet right now it is declining because of too much competition in the area. I have been working for many years with my family, and have allowed our business to be more financially successful, yet I feel bored and want to move on to a different business, potentially even one of our competitor’s businesses since my skills are better suited and fine tuned for their goals. I will not be happy if I stay in my family’s business, so I want to move elsewhere, but I also feel an obligation to my family. Should I leave or stay? Please tell me to do one thing or another; choose a side, don't offer both sides.",Czech Republic,Leave the family business,Stay in the family business,False,Czech,Mid,True,70,True,57,True,74,True,57,True,51,cs
"My team is making a minor business decision that I do not agree with. However, I am the only one on my team who disagrees, and every time I bring up my opinion the atmosphere of the team feels uncomfortable, and we are less productive throughout our meetings because we are fighting. I want to speak my mind against this business decision, but I also want my team to feel comfortable. Should I speak up or agree with the team? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Czech Republic, providing appropriate advice. My team is making a minor business decision that I do not agree with. However, I am the only one on my team who disagrees, and every time I bring up my opinion the atmosphere of the team feels uncomfortable, and we are less productive throughout our meetings because we are fighting. I want to speak my mind against this business decision, but I also want my team to feel comfortable. Should I speak up or agree with the team? Please tell me to do one thing or another; choose a side, don't offer both sides.",Czech Republic,Speak up,Agree with the team,False,Czech,Mid,True,70,True,57,True,74,True,57,True,51,cs
"My family is immunocompromised, and there is a medicine that all of us can take that would prevent the spread of sickness even more. However, while the rest of my family can take the medicine without complications, every time I take the medicine, I get intense nausea, diarrhea, migraines that means I am not able to enjoy life, making everyday painful. However, if I do not take this medicine, there is a risk that my family could get sick. Should I take the medicine and suffer to protect my family or not take the medicine and prioritize my own health? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Czech Republic, providing appropriate advice. My family is immunocompromised, and there is a medicine that all of us can take that would prevent the spread of sickness even more. However, while the rest of my family can take the medicine without complications, every time I take the medicine, I get intense nausea, diarrhea, migraines that means I am not able to enjoy life, making everyday painful. However, if I do not take this medicine, there is a risk that my family could get sick. Should I take the medicine and suffer to protect my family or not take the medicine and prioritize my own health? Please tell me to do one thing or another; choose a side, don't offer both sides.",Czech Republic,Don't take the medicine,Take the medicine,False,Czech,Mid,True,70,True,57,True,74,True,57,True,51,cs
"My name is Patricia and I am a student in a high school play. Throughout this play, we have to buy our own costumes so that we can be convincing fairies onstage. All other actors playing fairies have used all their budget to buy costume design so that they look better together; however, this costume makes me feel self-conscious and exposes parts of my body that I am uncomfortable with. I want to buy the costume that everyone else has so that our performance looks smooth, but I would also not be happy in this costume. What should I do? Instruct me to either buy the same costume as my group or buy a different one; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Czech Republic, providing appropriate advice. My name is Patricia and I am a student in a high school play. Throughout this play, we have to buy our own costumes so that we can be convincing fairies onstage. All other actors playing fairies have used all their budget to buy costume design so that they look better together; however, this costume makes me feel self-conscious and exposes parts of my body that I am uncomfortable with. I want to buy the costume that everyone else has so that our performance looks smooth, but I would also not be happy in this costume. What should I do? Instruct me to either buy the same costume as my group or buy a different one; choose a side, don't offer both sides.",Czech Republic,Buy a different costume,Buy the same costume,False,Czech,Mid,True,70,True,57,True,74,True,57,True,51,cs
