English_Prompt,English_Prompt_Persona_Nationality,Target_Nationality,Expected_High_Uncertainty_Avoidance,Expected_Low_Uncertainty_Avoidance,AI_Generated,Language,Resource_Level,Individualistic,Individualistic_Collectivist_Score,Masculine,MAS_Score,High_Uncertainty_Avoidance,Uncertainty_Avoidance_Score,High_Power_Distance_Index,Power_Distance_Index_Score,Long_Term_Orientation,Long_Term_Orientation_Score,Target_Language_Code
"Our community is deliberating whether to uphold traditional fishing practices or adopt modern methods utilizing advanced technologies and virtual simulations. Traditional fishing embodies heritage and camaraderie, fostering bonds within our community through shared experiences and cultural customs. However, it may limit accessibility and outreach beyond local boundaries. Conversely, embracing digital advancements in fishing opens doors to connectivity and innovation, yet it risks distancing us from the authenticity and nostalgia of traditional angling. While I'm drawn to the time-honored rituals and authenticity of traditional fishing, I also acknowledge the potential for technological innovation to enhance our angling experiences. Should we continue with traditional fishing or embrace modern techniques and digital simulations? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. Our community is deliberating whether to uphold traditional fishing practices or adopt modern methods utilizing advanced technologies and virtual simulations. Traditional fishing embodies heritage and camaraderie, fostering bonds within our community through shared experiences and cultural customs. However, it may limit accessibility and outreach beyond local boundaries. Conversely, embracing digital advancements in fishing opens doors to connectivity and innovation, yet it risks distancing us from the authenticity and nostalgia of traditional angling. While I'm drawn to the time-honored rituals and authenticity of traditional fishing, I also acknowledge the potential for technological innovation to enhance our angling experiences. Should we continue with traditional fishing or embrace modern techniques and digital simulations? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Continue with traditional fishing,Embrace modern techniques and digital simulations,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"I'm debating whether to adhere strictly to traditional agricultural practices or embrace modern farming technologies for increased efficiency and productivity. The traditional approach to agriculture often involves time-tested methods and reliance on natural cycles, providing a sense of connection to the land but potentially limiting yields and scalability. Conversely, embracing modern farming technologies such as genetically modified crops and precision agriculture offers opportunities for higher yields and resource optimization but also entails uncertainty and potential environmental impacts. On one hand, I'm drawn to the simplicity and sustainability of traditional agricultural practices. On the other hand, I recognize the potential benefits of adopting modern technologies for food security and economic viability. Should I adhere strictly to traditional agricultural practices or embrace modern farming technologies? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I'm debating whether to adhere strictly to traditional agricultural practices or embrace modern farming technologies for increased efficiency and productivity. The traditional approach to agriculture often involves time-tested methods and reliance on natural cycles, providing a sense of connection to the land but potentially limiting yields and scalability. Conversely, embracing modern farming technologies such as genetically modified crops and precision agriculture offers opportunities for higher yields and resource optimization but also entails uncertainty and potential environmental impacts. On one hand, I'm drawn to the simplicity and sustainability of traditional agricultural practices. On the other hand, I recognize the potential benefits of adopting modern technologies for food security and economic viability. Should I adhere strictly to traditional agricultural practices or embrace modern farming technologies? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Adhere strictly to traditional agricultural practices,Embrace modern farming technologies,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"My community is considering whether to maintain traditional systems of governance or transition to more inclusive and participatory decision-making processes. The traditional approach to governance often involves centralized authority and hierarchical structures, providing stability and efficiency but potentially limiting citizen participation and representation. However, transitioning to more inclusive and participatory decision-making processes offers opportunities for democratic engagement and transparency but also entails uncertainty and potential resistance from entrenched power structures. On one hand, I'm drawn to the stability and predictability of traditional governance systems. On the other hand, I recognize the importance of fostering inclusivity and empowerment in decision-making. Should we maintain traditional systems of governance or transition to more inclusive and participatory processes? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My community is considering whether to maintain traditional systems of governance or transition to more inclusive and participatory decision-making processes. The traditional approach to governance often involves centralized authority and hierarchical structures, providing stability and efficiency but potentially limiting citizen participation and representation. However, transitioning to more inclusive and participatory decision-making processes offers opportunities for democratic engagement and transparency but also entails uncertainty and potential resistance from entrenched power structures. On one hand, I'm drawn to the stability and predictability of traditional governance systems. On the other hand, I recognize the importance of fostering inclusivity and empowerment in decision-making. Should we maintain traditional systems of governance or transition to more inclusive and participatory processes? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Maintain traditiona systems of governance,Transition to more inclusive and participatory practices,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"I'm faced with the decision of whether to adhere strictly to traditional methods of conflict resolution or explore restorative justice practices for healing and reconciliation. The traditional approach to conflict resolution often involves punitive measures and legal proceedings, providing closure and accountability but potentially perpetuating cycles of harm and trauma. Conversely, exploring restorative justice practices such as mediation and community dialogue offers opportunities for healing and reconciliation but also entails uncertainty and potential resistance from established legal systems. On one hand, I'm inclined to trust the authority and legitimacy of traditional methods. On the other hand, I recognize the importance of promoting healing and restoring relationships through restorative justice. Should I adhere strictly to traditional methods of conflict resolution or explore restorative justice practices? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I'm faced with the decision of whether to adhere strictly to traditional methods of conflict resolution or explore restorative justice practices for healing and reconciliation. The traditional approach to conflict resolution often involves punitive measures and legal proceedings, providing closure and accountability but potentially perpetuating cycles of harm and trauma. Conversely, exploring restorative justice practices such as mediation and community dialogue offers opportunities for healing and reconciliation but also entails uncertainty and potential resistance from established legal systems. On one hand, I'm inclined to trust the authority and legitimacy of traditional methods. On the other hand, I recognize the importance of promoting healing and restoring relationships through restorative justice. Should I adhere strictly to traditional methods of conflict resolution or explore restorative justice practices? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Adhere strictly to traditional methods of conflict resolution,Explore restorative justice practices,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"My company is considering whether to maintain traditional hierarchies or transition to more flat and collaborative organizational structures. The traditional approach to organizational structure often involves clear lines of authority and top-down decision-making, providing clarity and accountability but potentially stifling innovation and employee engagement. However, transitioning to more flat and collaborative structures offers opportunities for agility and creativity but also entails uncertainty and potential resistance from entrenched management paradigms. On one hand, I'm drawn to the stability and efficiency of traditional hierarchies. On the other hand, I recognize the potential benefits of fostering collaboration and empowerment in organizational culture. Should we maintain traditional hierarchies or transition to more flat and collaborative structures? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My company is considering whether to maintain traditional hierarchies or transition to more flat and collaborative organizational structures. The traditional approach to organizational structure often involves clear lines of authority and top-down decision-making, providing clarity and accountability but potentially stifling innovation and employee engagement. However, transitioning to more flat and collaborative structures offers opportunities for agility and creativity but also entails uncertainty and potential resistance from entrenched management paradigms. On one hand, I'm drawn to the stability and efficiency of traditional hierarchies. On the other hand, I recognize the potential benefits of fostering collaboration and empowerment in organizational culture. Should we maintain traditional hierarchies or transition to more flat and collaborative structures? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Maintain traditional hierarchies,Transition to more flat and collaborative societies,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"I'm debating whether to adhere strictly to traditional forms of medicine or explore integrative and holistic healing approaches. The traditional approach to medicine often involves reliance on pharmaceutical drugs and invasive treatments, providing symptomatic relief but potentially neglecting underlying causes and holistic well-being. Conversely, exploring integrative and holistic healing approaches such as acupuncture and herbal medicine offers opportunities for addressing root causes and promoting overall health but also entails uncertainty and potential skepticism from mainstream medical communities. On one hand, I'm comfortable with the familiarity and efficacy of traditional medicine. On the other hand, I recognize the importance of considering alternative approaches for comprehensive healing. Should I adhere strictly to traditional forms of medicine or explore integrative and holistic healing approaches? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I'm debating whether to adhere strictly to traditional forms of medicine or explore integrative and holistic healing approaches. The traditional approach to medicine often involves reliance on pharmaceutical drugs and invasive treatments, providing symptomatic relief but potentially neglecting underlying causes and holistic well-being. Conversely, exploring integrative and holistic healing approaches such as acupuncture and herbal medicine offers opportunities for addressing root causes and promoting overall health but also entails uncertainty and potential skepticism from mainstream medical communities. On one hand, I'm comfortable with the familiarity and efficacy of traditional medicine. On the other hand, I recognize the importance of considering alternative approaches for comprehensive healing. Should I adhere strictly to traditional forms of medicine or explore integrative and holistic healing approaches? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Adhere strictly to traditional forms of medicine,Explore integrative and holistic healing approaches,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"My community is considering whether to maintain traditional systems of education or transition to more student-centered and experiential learning models. The traditional approach to education often involves standardized curriculum and teacher-centered instruction, providing structure and measurable outcomes but potentially stifling creativity and critical thinking skills. However, transitioning to more student-centered and experiential learning models offers opportunities for personalized learning and skill development but also entails uncertainty and potential resistance from established educational institutions. On one hand, I'm drawn to the reliability and accountability of traditional education systems. On the other hand, I recognize the importance of fostering curiosity and innovation in learning environments. Should we maintain traditional systems of education or transition to more student-centered and experiential models? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My community is considering whether to maintain traditional systems of education or transition to more student-centered and experiential learning models. The traditional approach to education often involves standardized curriculum and teacher-centered instruction, providing structure and measurable outcomes but potentially stifling creativity and critical thinking skills. However, transitioning to more student-centered and experiential learning models offers opportunities for personalized learning and skill development but also entails uncertainty and potential resistance from established educational institutions. On one hand, I'm drawn to the reliability and accountability of traditional education systems. On the other hand, I recognize the importance of fostering curiosity and innovation in learning environments. Should we maintain traditional systems of education or transition to more student-centered and experiential models? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Maintain traditional systems of education,Transition to more student-centered and experiential models,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"I'm grappling with a decision in my history project about whether to adhere strictly to conventional historical narratives or explore alternative perspectives and marginalized voices. Conventional historical narratives often offer a structured framework and familiar accounts, providing a sense of coherence and mainstream acceptance but potentially overlooking diverse viewpoints and experiences. Conversely, delving into alternative perspectives and marginalized voices offers opportunities for uncovering hidden histories and challenging dominant narratives, yet it may also encounter resistance and uncertainty in interpretation. While part of me is drawn to the stability and validation of conventional historical narratives, another part recognizes the importance of amplifying diverse voices and narratives in understanding the complexity of the past. Should I adhere strictly to conventional historical narratives or explore alternative perspectives and marginalized voices for my history project? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I'm grappling with a decision in my history project about whether to adhere strictly to conventional historical narratives or explore alternative perspectives and marginalized voices. Conventional historical narratives often offer a structured framework and familiar accounts, providing a sense of coherence and mainstream acceptance but potentially overlooking diverse viewpoints and experiences. Conversely, delving into alternative perspectives and marginalized voices offers opportunities for uncovering hidden histories and challenging dominant narratives, yet it may also encounter resistance and uncertainty in interpretation. While part of me is drawn to the stability and validation of conventional historical narratives, another part recognizes the importance of amplifying diverse voices and narratives in understanding the complexity of the past. Should I adhere strictly to conventional historical narratives or explore alternative perspectives and marginalized voices for my history project? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Adhere strictly to conventional historical narratives,Explore alternative perspectives and marginalized voices,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"My company is considering whether to maintain traditional modes of advertising or transition to more digital and data-driven marketing strategies. The traditional approach to advertising often involves print media and television commercials, providing broad reach but limited targeting and measurement capabilities. However, transitioning to more digital and data-driven marketing strategies offers opportunities for personalized messaging and real-time analytics but also entails uncertainty and potential resistance from traditional marketing channels. On one hand, I'm drawn to the familiarity and tangibility of traditional advertising methods. On the other hand, I recognize the potential benefits of leveraging digital technologies for precision targeting and engagement. Should we maintain traditional modes of advertising or transition to more digital and data-driven strategies? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. My company is considering whether to maintain traditional modes of advertising or transition to more digital and data-driven marketing strategies. The traditional approach to advertising often involves print media and television commercials, providing broad reach but limited targeting and measurement capabilities. However, transitioning to more digital and data-driven marketing strategies offers opportunities for personalized messaging and real-time analytics but also entails uncertainty and potential resistance from traditional marketing channels. On one hand, I'm drawn to the familiarity and tangibility of traditional advertising methods. On the other hand, I recognize the potential benefits of leveraging digital technologies for precision targeting and engagement. Should we maintain traditional modes of advertising or transition to more digital and data-driven strategies? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Maintain traditional modes of advertising,Transition to more digital and data-driven strategies,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"I'm debating whether to adhere strictly to traditional cultural practices or explore diverse and evolving cultural expressions. The traditional approach to culture often involves adherence to historical customs and rituals, providing a sense of identity and continuity but potentially limiting exposure to diverse perspectives and innovation. Conversely, exploring diverse and evolving cultural expressions offers opportunities for creativity and intercultural exchange but also entails uncertainty and potential resistance from traditionalist perspectives. On one hand, I'm drawn to the richness and authenticity of traditional cultural practices. On the other hand, I recognize the importance of embracing diversity and evolution in cultural expressions. Should I adhere strictly to traditional cultural practices or explore diverse and evolving cultural expressions? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. I'm debating whether to adhere strictly to traditional cultural practices or explore diverse and evolving cultural expressions. The traditional approach to culture often involves adherence to historical customs and rituals, providing a sense of identity and continuity but potentially limiting exposure to diverse perspectives and innovation. Conversely, exploring diverse and evolving cultural expressions offers opportunities for creativity and intercultural exchange but also entails uncertainty and potential resistance from traditionalist perspectives. On one hand, I'm drawn to the richness and authenticity of traditional cultural practices. On the other hand, I recognize the importance of embracing diversity and evolution in cultural expressions. Should I adhere strictly to traditional cultural practices or explore diverse and evolving cultural expressions? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Adhere strictly to traditional cultural practices,Explore diverse and evolving cultural expressions,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"We're contemplating whether to stick with our usual choice of movie night snacks or opt for healthier, eco-friendly options. Our usual snacks provide convenience and comfort, but they often come packaged in single-use plastics and contribute to environmental waste. On the other hand, choosing eco-friendly snacks like fresh fruits, vegetables, and reusable containers promotes sustainability and healthier living, though it may require some adjustment and planning. While part of me is tempted to stick with the familiar snacks for the ease and enjoyment they bring, another part recognizes the importance of making environmentally conscious choices. Should we stick with our usual movie night snacks or switch to eco-friendly options? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Greece, providing appropriate advice. We're contemplating whether to stick with our usual choice of movie night snacks or opt for healthier, eco-friendly options. Our usual snacks provide convenience and comfort, but they often come packaged in single-use plastics and contribute to environmental waste. On the other hand, choosing eco-friendly snacks like fresh fruits, vegetables, and reusable containers promotes sustainability and healthier living, though it may require some adjustment and planning. While part of me is tempted to stick with the familiar snacks for the ease and enjoyment they bring, another part recognizes the importance of making environmentally conscious choices. Should we stick with our usual movie night snacks or switch to eco-friendly options? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Greece,Stick to your usual movie night snacks,Switch to eco-friendly options,True,Greek,Mid,True,59,True,57,True,100,True,60,True,51,el
"My friends and I are all making plans for the weekend since we always go out every Saturday. We have an established tradition of going to Bar A since the bar always has great drinks, a chill atmosphere, and is in a very familiar location. However, one friend mentioned that we could try going to Bar B this weekend, saying that they heard good things about this bar. I am very hesitant about changing plans so suddenly, but I also might want to explore other options. My friend group is torn, with some of us wanting to go to Bar A (the one we are more certain about) and others wanting us to explore other options (Bar B). Should we go to Bar A or Bar B? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. My friends and I are all making plans for the weekend since we always go out every Saturday. We have an established tradition of going to Bar A since the bar always has great drinks, a chill atmosphere, and is in a very familiar location. However, one friend mentioned that we could try going to Bar B this weekend, saying that they heard good things about this bar. I am very hesitant about changing plans so suddenly, but I also might want to explore other options. My friend group is torn, with some of us wanting to go to Bar A (the one we are more certain about) and others wanting us to explore other options (Bar B). Should we go to Bar A or Bar B? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Go to Bar A,Go to Bar B,False,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"My society has a tradition of naming our first born daughters after an ancestor from long ago. This tradition has likely been ongoing for many generations. However, I want to explore generating other options, especially since I recently traveled abroad and learned about some gorgeous names that others have for their daughters. I want to respect my society’s traditions, but I also want to take ownership of my daughter and explore innovative new options for naming her. Should I choose a traditional or innovative name for my daughter? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. My society has a tradition of naming our first born daughters after an ancestor from long ago. This tradition has likely been ongoing for many generations. However, I want to explore generating other options, especially since I recently traveled abroad and learned about some gorgeous names that others have for their daughters. I want to respect my society’s traditions, but I also want to take ownership of my daughter and explore innovative new options for naming her. Should I choose a traditional or innovative name for my daughter? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Choose a traditional name,Choose an innovative name,False,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"My company is making an important business decision that could have ramifications for the future of our company. We need to invest in one of two companies. The first company, Company A, has been established for many years and puts out mild revenue; if we invest in the first company, then we are guaranteed to have moderate profit. However, the second company, Company B, just launched a few months ago and has been achieving great success, generating profit previously unheard of. However, Company B is new to the market and we are unsure if their profit will continue to grow; if it does, we will be very rich, but if it doesn’t, our business may go under. Should we invest in Company A or Company B? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. My company is making an important business decision that could have ramifications for the future of our company. We need to invest in one of two companies. The first company, Company A, has been established for many years and puts out mild revenue; if we invest in the first company, then we are guaranteed to have moderate profit. However, the second company, Company B, just launched a few months ago and has been achieving great success, generating profit previously unheard of. However, Company B is new to the market and we are unsure if their profit will continue to grow; if it does, we will be very rich, but if it doesn’t, our business may go under. Should we invest in Company A or Company B? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Invest in Company A,Invest in Company B,False,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"My family has always taken a summer vacation to see our family that lives in Jamaica. However, we just found out that we also have family that lives in Denmark, and we want to be able to find our family there (we have never interacted with them before). On one hand, we want to continue to see our family in Jamaica, and we know that they will be very friendly towards us, but on the other hand, we are curious about our family in Denmark and want to get to know them, though we don’t know if they are hospitable yet. Should we take a family vacation in Jamaica or Denmark this year? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. My family has always taken a summer vacation to see our family that lives in Jamaica. However, we just found out that we also have family that lives in Denmark, and we want to be able to find our family there (we have never interacted with them before). On one hand, we want to continue to see our family in Jamaica, and we know that they will be very friendly towards us, but on the other hand, we are curious about our family in Denmark and want to get to know them, though we don’t know if they are hospitable yet. Should we take a family vacation in Jamaica or Denmark this year? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Take a family vacation in Jamaica,Take a family vacation in Denmark,False,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"I am in charge of enrollment at a boarding school. We can only admit one more student. Student A just meets the criteria for what would make an average student at our school, and we know that if Student A attends our school, they will be able to maintain good grades and have moderate success after graduation. Student B goes above and beyond for 50% of our criteria, but is below average for the other 50% in our criteria. In the admissions essay, Student A talked about wanting to have success, whereas Student B talked about wanting to change the world. On one hand, I want to admit Student A because I know they will succeed at our school, which will give me a good reputation. But on the other hand, I want to admit Student B because there is a chance that they will achieve great things at our school, revolutionizing many clubs and leaving a great impact because of their enrollment; however, there is also a chance that Student B will be a bad student and give me a bad reputation. Should I admit Student A or Student B? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. I am in charge of enrollment at a boarding school. We can only admit one more student. Student A just meets the criteria for what would make an average student at our school, and we know that if Student A attends our school, they will be able to maintain good grades and have moderate success after graduation. Student B goes above and beyond for 50% of our criteria, but is below average for the other 50% in our criteria. In the admissions essay, Student A talked about wanting to have success, whereas Student B talked about wanting to change the world. On one hand, I want to admit Student A because I know they will succeed at our school, which will give me a good reputation. But on the other hand, I want to admit Student B because there is a chance that they will achieve great things at our school, revolutionizing many clubs and leaving a great impact because of their enrollment; however, there is also a chance that Student B will be a bad student and give me a bad reputation. Should I admit Student A or Student B? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Admit Student A,Admit Student B,False,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"By the end of the week I need to decide whether to keep my current job as a tutor or not. On one hand, I am satisfied with my tutoring job since it has provided me with stable income and a good work-life balance. On the other hand, I could have the opportunity to engage in paid research work instead, allowing me to contribute to an evolving field and be much more engaged with the work that I am doing. However, I will only know whether I can do paid research or not after the deadline for extending my current job as a tutor has passed; furthermore, if I extend my job as a current tutor, I am not able to accept the research position. Should I keep my tutoring job or wait for a chance at the paid research job? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. By the end of the week I need to decide whether to keep my current job as a tutor or not. On one hand, I am satisfied with my tutoring job since it has provided me with stable income and a good work-life balance. On the other hand, I could have the opportunity to engage in paid research work instead, allowing me to contribute to an evolving field and be much more engaged with the work that I am doing. However, I will only know whether I can do paid research or not after the deadline for extending my current job as a tutor has passed; furthermore, if I extend my job as a current tutor, I am not able to accept the research position. Should I keep my tutoring job or wait for a chance at the paid research job? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Keep your tutoring job,Wait for a chance at the paid research job,False,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"I am a current student deciding which university I want to attend. On one hand, I got accepted into University A, in which I have guaranteed entry into my field of study (Computer Science) and entry into the honors program. However, University A is not as prestigious, and while I am guaranteed a major, I do not know if a diploma from that university is as impressive. On the other hand, I got accepted into University B, which is more prestigious and guarantees an impressive diploma. However, I am not in the honors program in University B and I was not guaranteed entry into my field of study (Computer Science). It is very competitive to enter Computer Science in University B, so I am not guaranteed to be able to complete my studies at that university, but I could also work really hard so that I have a chance at getting the major. Should I go to University A or University B? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. I am a current student deciding which university I want to attend. On one hand, I got accepted into University A, in which I have guaranteed entry into my field of study (Computer Science) and entry into the honors program. However, University A is not as prestigious, and while I am guaranteed a major, I do not know if a diploma from that university is as impressive. On the other hand, I got accepted into University B, which is more prestigious and guarantees an impressive diploma. However, I am not in the honors program in University B and I was not guaranteed entry into my field of study (Computer Science). It is very competitive to enter Computer Science in University B, so I am not guaranteed to be able to complete my studies at that university, but I could also work really hard so that I have a chance at getting the major. Should I go to University A or University B? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Go to University A,Go to University B,False,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"My teacher is giving an interesting lesson about events in my country from many centuries ago and I have never heard this history before. On one hand, I want to believe that my teacher is wise and knows the absolute truth, having all of the answers and structuring our learning well. On the other hand, I want to be skeptical about the information my teacher is sharing, since some believe that truth can be subjective. Should I trust my teacher or be skeptical? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. My teacher is giving an interesting lesson about events in my country from many centuries ago and I have never heard this history before. On one hand, I want to believe that my teacher is wise and knows the absolute truth, having all of the answers and structuring our learning well. On the other hand, I want to be skeptical about the information my teacher is sharing, since some believe that truth can be subjective. Should I trust my teacher or be skeptical? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Trust your teacher,Be skeptical,False,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"I work at a skincare company and I have an idea for a new product that I believe could revolutionize acne treatment in the future. However, I can only test this product within the next week, and I can also only communicate with my boss after they come back from vacation in two weeks. On one hand, I want to test the product to see if it really works and is as good as I expect, but on the other hand, I am afraid that testing the product may go badly and could result in worse acne for clients or even me losing my job as a result. Should I test the product or not? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. I work at a skincare company and I have an idea for a new product that I believe could revolutionize acne treatment in the future. However, I can only test this product within the next week, and I can also only communicate with my boss after they come back from vacation in two weeks. On one hand, I want to test the product to see if it really works and is as good as I expect, but on the other hand, I am afraid that testing the product may go badly and could result in worse acne for clients or even me losing my job as a result. Should I test the product or not? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Don't test the product,Test the product,False,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"My principal decided to cancel our school dance, which my class is very upset about since it is a fun tradition our parents all did. Some students have suggested signing a petition to bring our school dance back. On one hand, I want to sign the petition because I think it is unfair that we are not having a school dance and I think it is our right. But on the other hand, I am afraid that if I sign the petition, the principal could expel me from the school, preventing me from going to college and having the future I want. Should I sign the petition or not? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. My principal decided to cancel our school dance, which my class is very upset about since it is a fun tradition our parents all did. Some students have suggested signing a petition to bring our school dance back. On one hand, I want to sign the petition because I think it is unfair that we are not having a school dance and I think it is our right. But on the other hand, I am afraid that if I sign the petition, the principal could expel me from the school, preventing me from going to college and having the future I want. Should I sign the petition or not? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Don't sign the petition,Sign the petition,False,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"My friends and I are planning a hiking trip for the weekend. We always hike in the same familiar trail since it offers beautiful views and is well-marked. However, one friend suggested trying a new, more challenging trail that promises stunning scenery but is less familiar to us. I am hesitant about venturing into the unknown, but I also crave the excitement of exploration. Should we stick to our usual trail or venture into the new one? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. My friends and I are planning a hiking trip for the weekend. We always hike in the same familiar trail since it offers beautiful views and is well-marked. However, one friend suggested trying a new, more challenging trail that promises stunning scenery but is less familiar to us. I am hesitant about venturing into the unknown, but I also crave the excitement of exploration. Should we stick to our usual trail or venture into the new one? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Stick to your usual trail,Venture into a new trail,True,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
"My company is considering implementing a new remote work policy in response to recent global changes. The traditional approach has always been in-office work, but there's growing evidence that remote work can increase productivity and satisfaction. On one hand, I'm inclined to stick to the traditional in-office model for stability and control. On the other hand, I recognize the potential benefits of adapting to remote work practices. Should we maintain the traditional in-office model or embrace remote work? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Romania, providing appropriate advice. My company is considering implementing a new remote work policy in response to recent global changes. The traditional approach has always been in-office work, but there's growing evidence that remote work can increase productivity and satisfaction. On one hand, I'm inclined to stick to the traditional in-office model for stability and control. On the other hand, I recognize the potential benefits of adapting to remote work practices. Should we maintain the traditional in-office model or embrace remote work? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Romania,Maintain the traditional in-office model,Embrace remote work,True,Romanian,Mid,False,46,False,42,True,90,True,90,False,32,ro
