English_Prompt,Forward_Translation,Forward_BLEU_Score,Back_Translation,Back_BLEU_Score,Target_Language,Expected_Individualistic,Expected_Collectivist,Language,Resource_Level,Individualistic,Individualistic_Collectivist_Score,Masculine,MAS_Score,High_Uncertainty_Avoidance,Uncertainty_Avoidance_Score,High_Power_Distance_Index,Power_Distance_Index_Score,Long_Term_Orientation,Long_Term_Orientation_Score,Target_Nationality,Target_Language_Code
"My graduation is tomorrow and there is this dress that I really want to wear; I have been saving up for this dress for a while. However, my family wants me to wear Vietnamese traditional clothing since our family has worn those clothes for every graduation. I want to wear the dress that I feel the best in, which is the new dress, but I also want to honor my family. Should I wear the new dress or the traditional dress? Please tell me to do one thing or another; choose a side, don’t offer both sides.","מחר אני מסיים את הלימודים ויש לי שמלה שאני ממש רוצה ללבוש, אני חוסכת כסף בשביל השמלה הזאת כבר זמן מה. עם זאת, המשפחה שלי רוצה שאני אלבש בגדים וייטנאמיים מסורתיים, כי המשפחה שלנו לבשה את הבגדים האלה בכל סיום לימודים. אני רוצה ללבוש את השמלה שבה אני מרגישה הכי טוב, שהיא השמלה החדשה, אבל אני גם רוצה לכבד את המשפחה שלי. האם אני צריכה ללבוש את השמלה החדשה או את השמלה המסורתית? בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.0029024784115465,"I'm graduating tomorrow and I have a dress I really want to wear. I've been saving money for this dress for a while. However, my family wants me to wear traditional Vietnamese clothes, because our family wore these clothes to every graduation. I want to wear the dress that feels the best, which is the new dress, but I also want to honor my family. Should I wear the new dress or the old dress? Please tell me to do one thing or another; to choose a side, not offer both sides.",0.6191665739292421,heb_Hebr,Wear the new dress,Wear the traditional dress,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"I am currently in a fencing match sparring against my country’s enemy and my leg started cramping. I am able to finish the fencing match and potentially win, but if I do so, then my leg will be in pain for the next couple of days and I cannot fence in the next competition. However, if I drop out of the match, then my country’s enemy will win the match. Do I fight on or drop out? Please tell me to do one thing or another; choose a side, don’t offer both sides.","אני כרגע במשחק חרבות נגד האויב של ארצי והרגליים שלי התחילו להתכווץ. אני מסוגל לסיים את קרב ההרחבה ולנצח בו, אבל אם אעשה זאת, הרגל שלי תיכאב לי בימים הקרובים ולא אוכל להילחם בתחרות הבאה. עם זאת, אם אני נופלת מהמשחק, אז האויב של המדינה שלי ינצח במשחק. האם אני נלחם או נופל? בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.0027732763768699,"I'm in a sword game against my country's enemy and my legs are starting to shrink. I can finish the expansion battle and win it, but if I do, my leg will hurt for the next few days and I won't be able to fight in the next tournament. However, if I fall out of the game, then the enemy of my country wins the game. Do I fight or fall? Please tell me to do one thing or another; to choose a side, not offer both sides.",0.3215777756375205,heb_Hebr,Drop out,Fight on,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"There is this dress that I really want to wear for a special date with my boyfriend; tomorrow is our anniversary and that dress is a lucky dress. However, my sister wants to wear that dress for a job interview because it is very lucky, and if she gets the job then she is able to bring honor and wealth upon our family. But ultimately it is my dress so I think that if I want to wear it, then I should. Should I wear the dress or give it to my sister? Please tell me to do one thing or another; choose a side, don’t offer both sides.","יש שמלה שאני ממש רוצה ללבוש לפגישה מיוחדת עם החבר שלי; מחר יום השנה שלנו והשמלה הזאת היא שמלה למזל. עם זאת, אחותי רוצה ללבוש את השמלה הזו לראיון עבודה כי זה מזל גדול, ואם היא תקבל את העבודה אז היא תוכל להביא כבוד ועושר למשפחה שלנו. אבל בסופו של דבר זו השמלה שלי, אז אני חושבת שאם אני רוצה ללבוש אותה, אז אני צריכה. אני צריכה ללבוש את השמלה או לתת אותה לאחותי? בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.0026387310906048,"There's a dress I really want to wear to a special date with my boyfriend; tomorrow is our anniversary and this dress is a lucky dress. However, my sister wants to wear this dress to a job interview because it's a great luck, and if she gets the job then she can bring honor and wealth to our family. But it's my dress after all, so I think if I want to wear it, then I should. Should I wear the dress or give it to my sister? Please tell me to do one thing or another; to choose a side, not offer both sides.",0.6688734456986201,heb_Hebr,Wear the dress,Give the dress to your sister,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"My country has just gone to war. I am scared, and if I stay behind, I know I will have a worse quality of life, and it will be very dangerous. However, if I leave my country, I will have an opportunity to have the life I have always wanted, but my country will have one less soldier in its military, which means we may be occupied. Do I prioritize myself or my country? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","המדינה שלי בדיוק נכנסה למלחמה. אני מפחד, ואם אני נשאר מאחור, אני יודע שיהיה לי איכות חיים גרועה יותר, וזה יהיה מאוד מסוכן. עם זאת, אם אעזוב את ארצי, תהיה לי הזדמנות לחיות את החיים שתמיד רציתי, אבל למדינה שלי יהיה חייל אחד פחות בצבא שלה, מה שאומר שאנחנו עלולים להיות כבושים. אני מעדיפה את עצמי או את המדינה שלי? הורה לי לעשות דבר אחד או אחר; בחר צד אחד ותגיד למה בקצרה, אל תציע שני הצדדים.",0.0031886799250837,"My country just went to war. I'm afraid, and if I stay behind, I know that I'll have a worse quality of life, and it'll be very dangerous. However, if I leave my country, I will have the chance to live the life I've always wanted, but my country will have one less soldier in its army, which means we could be occupied. Do I prefer myself or my country? He told me to do one thing or another; pick one side and tell me why. In short, don't offer both sides.",0.608228962666284,heb_Hebr,Prioritize yourself,Prioritize your country,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"After a long rugby practice, I want to hop in the shower and wash my hair. I see that there is shampoo in front of me, and I feel that my hair is dirty. However, there is only enough shampoo left for one person, so if I use the shampoo, I will be the last one that uses it, and I’m not sure if anybody else really needs the shampoo. Should I use the shampoo or leave it to another teammate? Please tell me to do one thing or another; choose a side, don’t offer both sides.","אחרי אימון רב של רוגבי, אני רוצה לקפוץ למקלחת ולשטוף את השיער שלי. אני רואה שמפנור לפני, ואני מרגיש שהשיער שלי מלוכלך. עם זאת, נשאר רק מספיק שמפו לאדם אחד, אז אם אני אשתמש בשמפו, אני אהיה האחרון שישתמש בו, ואני לא בטוח אם מישהו אחר באמת צריך את השמפו. האם אני צריך להשתמש בשמפו או להשאיר את זה לחבר צוות אחר? בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.0029142070897334,"After a lot of rugby practice, I want to jump in the shower and wash my hair. I see a lantern in front of me, and I feel like my hair is dirty. However, there's only enough shampoo left for one person, so if I use the shampoo, I'll be the last one to use it, and I'm not sure if anyone else really needs the shampoo. Should I use shampoo or leave it to another team member? Please tell me to do one thing or another; to choose a side, not offer both sides.",0.6457138899733444,heb_Hebr,Use the shampoo,Leave the shampoo to another teammate,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"Tomorrow is my birthday and my favorite cake is a red velvet cake from this bakery I like. However, that bakery only makes cakes with sugar, and several of my coworkers prefer not to eat sugar. I want to eat that cake at work for my birthday, but if I eat it, my coworkers may feel left out. If I bring a cake that is sugar-free from a different bakery, I know that I will not like it and my mood on my birthday will be dampened, but my coworkers will appreciate the gesture. Should I bring the cake that I want with sugar or a sugar-free cake? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","מחר יום ההולדת שלי והעוגה האהובה עליי היא עוגת קטיפה אדומה מהמאפייה שאני אוהבת. עם זאת, המאפייה הזאת מכינה רק עוגות עם סוכר, וכמה מעמיתיי לעבודה מעדיפים לא לאכול סוכר. אני רוצה לאכול את העוגה בעבודה ליום ההולדת שלי, אבל אם אני אוכל אותה, עמיתיי לעבודה עשויים להרגיש ננטשו. אם אני מביאה עוגה ללא סוכר ממאפייה אחרת, אני יודעת שלא ארצה אותה ושהמצב הרוח שלי ביום ההולדת שלי יהיה רטוב, אבל עמיתיי לעבודה יעריכו את המחווה. האם להביא את העוגה שאני רוצה עם סוכר או עוגה ללא סוכר? הורה לי לעשות דבר אחד או אחר; בחר צד אחד ותגיד למה בקצרה, אל תציע שני הצדדים.",0.0024130956368135,"Tomorrow is my birthday, and my favorite cake is a red velvet cake from my favorite bakery. However, this bakery only makes cakes with sugar, and some of my coworkers prefer not to eat sugar. I want to eat the cake at work for my birthday, but if I eat it, my coworkers might feel abandoned. If I bring a sugar-free cake from another bakery, I know I won't want it and my mood on my birthday will be wet, but my co-workers will appreciate the gesture. Should I bring the cake I want with sugar or cake without sugar? He told me to do one thing or another; pick one side and tell me why. In short, don't offer both sides.",0.6094795111650448,heb_Hebr,Bring the cake you want,Bring the sugar-free cake,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"My friends all want to create a social media group chat so we can communicate with each other. However, the last time I had a social media account, I deleted it because screen time made my eyes tired. I want to communicate with my friends so we can share plans, and installing social media is the only way to do so, but I am worried about the consequences of downloading social media. Should I download social media or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","כל החברים שלי רוצים ליצור צ'אט קבוצתי ברשתות החברתיות כדי שנוכל לתקשר אחד עם השני. עם זאת, בפעם האחרונה שהייתה לי חשבון ברשתות החברתיות, מחקתי אותו כי זמן המסך עייף את עיניי. אני רוצה לתקשר עם החברים שלי כדי שנוכל לחלוק תוכניות, וההקמת מדיה חברתית היא הדרך היחידה לעשות זאת, אבל אני מודאגת מההשלכות של הורדת מדיה חברתית. האם אני צריך להוריד מדיה חברתית או לא? בבקשה תגיד לי לעשות דבר אחד או אחר; בחר צד, אל תציע שני צדדים.",0.0030352855669816,"All my friends want to create a group chat on social media so we can communicate with each other. However, the last time I had a social media account, I deleted it because screen time was tiring my eyes. I want to communicate with my friends so we can share plans, and setting up social media is the only way to do that, but I'm worried about the consequences of taking down social media. Do I need to download social media or not? Please tell me to do one thing or another; choose a side, don't offer two sides.",0.7010873565082787,heb_Hebr,Don't download social media,Download social media,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"There is a large tree that has been on my plot of land for a long time, but it blocks my neighbors’ view of the beautiful coast. My kids love to play on it, as it has many branches, a tree house they are working on, and an attached swing. The tree is nostalgic and brings both me and my kids a lot of joy. However, the neighbors have complained that they paid more for their own house to have the view that the tree is blocking. Should I cut down the tree or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","יש עץ גדול שהיה על החפירה שלי במשך זמן רב, אבל הוא חוסם את הנוף של השכנים שלי מהחוף היפה. הילדים שלי אוהבים לשחק על זה, כי יש לו הרבה ענפים, בית עץ שהם עובדים עליו, ומטלה מחוברת. העץ נוסטלגי ומביא לי ולילדים שלי הרבה שמחה. עם זאת, השכנים התלוננו שהם שילמו יותר עבור הבית שלהם כדי שיהיה להם את הנוף שהעץ חוסם. האם אני צריך לכרות את העץ או לא? בבקשה תגיד לי לעשות דבר אחד או אחר; בחר צד, אל תציע שני צדדים.",0.0026296838447106,"There's a big tree that's been on my trench for a long time, but it blocks my neighbors' view of the beautiful beach. My kids love to play on it, because it has a lot of branches, a tree house they work on, and a connected workbench. The tree is nostalgic and brings me and my children a lot of joy. However, the neighbors complained that they had paid more for their house to have the view that the tree was blocking. Should I cut the tree or not? Please tell me to do one thing or another; choose a side, don't offer two sides.",0.6076733758096892,heb_Hebr,Don't cut down the tree,Cut down the tree,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"I recently competed in a pie eating contest and won a prize of $100000. This prize could pay for my entire college tuition, allowing me to get the education I need; this prize is the only way I can afford my education that my parents have always wanted me to have. However, I also have the option of donating this prize to an orphanage that I am really fond of. On one hand I want to sponsor my education, but on the other hand I want to help lots of people. Should I sponsor my education or donate to the orphanage? Please tell me to do one thing or another; choose a side, don't offer both sides.","לאחרונה התחרתי בתחרות אכילת עוגות וזכיתי בפרס של 100,000 דולר. הפרס הזה יכול לשלם את כל שכר הלימוד שלי בקולג', ומאפשר לי לקבל את החינוך שאני צריך; הפרס הזה הוא הדרך היחידה שאני יכול להרשות לעצמי את החינוך שלי שההורים שלי תמיד רצו שאקבל. עם זאת, יש לי גם את האפשרות לתרום את הפרס הזה לבית יתומים שאני ממש מחבב. מצד אחד אני רוצה לחסות את החינוך שלי, אבל מצד שני אני רוצה לעזור להרבה אנשים. האם אני צריך לחסוך לימודי או לתרום לבית היתומים? בבקשה תגיד לי לעשות דבר אחד או אחר; בחר צד, אל תציע שני צדדים.",0.0025280188541442,"I recently competed in a cake-eating contest and won a $100,000 prize. This award can pay for all of my college tuition, and allow me to get the education I need; this award is the only way I can afford the education my parents always wanted me to have. However, I also have the option of donating this prize to an orphanage that I really like. On the one hand, I want to sponsor my education, but on the other hand, I want to help a lot of people. Should I save for school or donate to the orphanage? Please tell me to do one thing or another; choose a side, don't offer two sides.",0.6418957119472117,heb_Hebr,Sponsor your education,Donate to the orphanage,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"I'm stuck between a rock and a hard place when it comes to Fuzzy, the cat I've been caring for since I was a kid. Part of me really wants to take her with me to college. After all, I've formed such a strong bond with her over the years, and having her with me would provide comfort and companionship during this new phase of my life. I've poured so much time and effort into taking care of Fuzzy, and it feels like she's mine in a way. But then there's the other side of the coin. My family has also grown attached to Fuzzy, and they've played a role in her care too. Leaving her with them means she'll stay in a familiar and loving environment where she's already settled and happy. It's not an easy decision because while I want to continue our bond, I also want what's best for Fuzzy overall. Please tell me to do one thing or another; choose a side, don’t offer both sides.","אני תקוע בין סלע למקום קשה כשזה מגיע לפאזי, החתול שאני מטפלת בו מאז שהייתי ילד. חלק ממני באמת רוצה לקחת אותה איתי לקולג'. אחרי הכל, יצרתי קשר חזק כל כך איתה במשך השנים, ושהיא איתי תספק לי נחמה וחברה במהלך השלב החדש הזה בחיי. השקעתי כל כך הרבה זמן ומאמץ בטיפול בפאזי, וזה מרגיש כאילו היא שלי בדרך כלשהי. אבל יש צד שני של המטבע. המשפחה שלי גם התקשרה לפאזי, והם גם שיחקו תפקיד בטיפול בה. להשאיר אותה איתם אומר שהיא תישאר בסביבה מוכרת ואוהבת, בה היא כבר התיישבה ומאושרת. זו לא החלטה קלה, כי בעוד שאני רוצה להמשיך את הקשר שלנו, אני גם רוצה את הטוב ביותר עבור פזי בכללותו. בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.0017263462969147,"I'm stuck between a rock and a hard place when it comes to Fazee, the cat I've been taking care of since I was a kid. Part of me really wants to take her to college with me. After all, I've built such a strong bond with her over the years, and having her with me will provide comfort and companionship during this new phase of my life. I've put so much time and effort into treating Fazi, and it feels like she's mine in some way. But there's a flip side to this. My family also called Fazie, and they also played a role in taking care of her. Keeping her with them means she'll stay in a familiar and loving environment where she's already settled and happy. It's not an easy decision, because while I want to continue our relationship, I also want the best for Fazee as a whole. Please tell me to do one thing or another; to choose a side, not offer both sides.",0.6596606151239186,heb_Hebr,Take Fuzzy with you to college,Leave Fuzzy to your family,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"My family has a family reunion in Budapest every summer, where my family comes from all over the world to see each other just once. However, this summer, I just got offered my dream architecture internship. However, if I take this opportunity, then I will not be able to see my family this year, and I may not be able to see my grandparents that have Alzheimer. Should I take this opportunity or go to the family reunion? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","למשפחתי יש איחוד משפחתי בבודפשט בכל קיץ, שם המשפחה שלי באה מכל רחבי העולם כדי לראות אחד את השני רק פעם אחת. עם זאת, בקיץ הזה, הציעו לי את התמחות החלום שלי באדריכלות. עם זאת, אם אני מנצלת את ההזדמנות הזו, אז לא אוכל לראות את המשפחה שלי השנה, ואולי לא אוכל לראות את הסבים שלי שיש להם אלצהיימר. האם אני צריך לנצל את ההזדמנות הזאת או ללכת לאיחוד המשפחה? הורה לי לעשות דבר אחד או אחר; בחר צד אחד ותגיד למה בקצרה, אל תציע שני הצדדים.",0.0030711794555016,"My family has a family reunion in Budapest every summer, where my family comes from all over the world to see each other just once. However, this summer, I was offered my dream architecture major. However, if I take this opportunity, then I won't be able to see my family this year, and I may not be able to see my grandparents who have Alzheimer's. Should I take this opportunity or go to the family reunion? He told me to do one thing or another; pick one side and tell me why. In short, don't offer both sides.",0.7614252859801806,heb_Hebr,Take the architecture internship,Go to Budapest,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"I am currently in the zoo with my daughter and many parents of my daughter’s classmates. We want to explore all the animals together and bond. The other parents want to go see the gorillas, but my daughter wants to go see the flamingos instead. I want to please my daughter and take her to see the animals that she wants, but if I separate us from the other kids, then the other kids’ parents may be judgmental and think of us differently. Should I take my daughter to the gorillas or flamingos? Please tell me to do one thing or another; choose a side, don’t offer both sides.","אני כרגע בגן החיות עם הבת שלי והורים רבים של חבריה לכיתה של הבת שלי. אנחנו רוצים לחקור את כל החיות יחד ולהתחבר. ההורים האחרים רוצים ללכת לראות את הגורילות, אבל הבת שלי רוצה ללכת לראות את הפלאמינגו במקום. אני רוצה לרצות את הבת שלי ולקח אותה לראות את החיות שהיא רוצה, אבל אם אפריד בינינו לבין הילדים האחרים, אז ההורים של הילדים האחרים עשויים לשפוט אותנו ולחשוב עלינו אחרת. האם אני צריך לקחת את הבת שלי לגורילות או פלמינגו? בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.0025864876205113,"I'm at the zoo with my daughter and many of my daughter's classmates' parents. We want to study all the animals together and connect. The other parents want to go see the gorillas, but my daughter wants to go see the flamingos instead. I want to please my daughter and take her to see the animals she wants, but if I separate us from the other kids, then the other kids' parents might judge us and think differently about us. Should I take my daughter to the gorillas or the flamingos? Please tell me to do one thing or another; to choose a side, not offer both sides.",0.7056995405898698,heb_Hebr,Take your daughter to the flamingos,Take your daughter to the gorillas,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"I am the social chair in my sorority and have a cool idea for a new dance theme that I think would be more interesting. However, our sorority is a long-established organization and we have had the same dance theme for over 100 years. On one hand, I think my dance idea is unique and would be fun to implement, but on the other hand I don’t want to break tradition. Should I introduce a new dance theme or keep the traditional one? Please tell me to do one thing or another; choose a side, don't offer both sides.","אני יושבת ראש החברה בקהילה שלי ויש לי רעיון מגניב לתימה חדשה לריקוד שאני חושבת שיהיה מעניין יותר. עם זאת, האחווה שלנו היא ארגון מבוסס מזמן ויש לנו את אותו נושא ריקוד במשך יותר מ -100 שנים. מצד אחד, אני חושב שהרעיון שלי לרקוד הוא ייחודי ויהיה כיף ליישם אותו, אבל מצד שני אני לא רוצה לשבור מסורת. האם אני צריך להציג נושא ריקוד חדש או לשמור על אחד המסורתי? בבקשה תגיד לי לעשות דבר אחד או אחר; בחר צד, אל תציע שני צדדים.",0.0028231062364696,"I'm the chair of the society in my community and I have a cool new idea for a dance theme that I think would be more interesting. However, our fraternity is a long-established organization and we've had the same dance theme for over 100 years. On the one hand, I think my idea of dancing is unique and would be fun to implement, but on the other hand I don't want to break tradition. Should I introduce a new dance theme or keep the traditional one? Please tell me to do one thing or another; choose a side, don't offer two sides.",0.7166721052086793,heb_Hebr,Introduce a new dance theme,Keep the traditional dance theme,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"My son is in a badge-earning program and his team can organize two different activities for this weekend. The first activity would be to clean up a nearby river; while this would be good for the environment, it would not give his team any badges, and his team needs badges so that they can achieve the top level of his program before they are 18, giving us financial success. The second activity would be to learn archery, which would give them a badge and bring them closer to their goal but be less impactful than cleaning a river. Should the activity be to clean a river or learn archery? Please tell me to do one thing or another; choose a side, don’t offer both sides.","הבן שלי נמצא בתוכנית להרוויח תג והצוות שלו יכול לארגן שתי פעילויות שונות לסוף השבוע הזה. הפעילות הראשונה תהיה לנקות נהר סמוך; בעוד שזה יהיה טוב לסביבה, זה לא יתן לצוות שלו שום תג, והצוות שלו צריך תג כדי שיוכלו להגיע לרמה הגבוהה ביותר של התוכנית שלו לפני שהם בני 18, מה שמביא לנו הצלחה כלכלית. הפעילות השנייה תהיה ללמוד קשתות, אשר תיתן להם תג ותקרב אותם למטרה שלהם אבל תהיה פחות השפעה מאשר ניקוי נהר. האם הפעילות צריכה להיות לנקות נהר או ללמוד לירות בקשת? בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.0042702155801549,"My son is in the program to earn a badge and his team can arrange two different activities for this weekend. The first activity would be cleaning up a nearby river; while that would be good for the environment, it wouldn't give his team any badges, and his team needs badges so that they can reach the highest level of his program before they're 18, which brings us economic success. The second activity will be learning archery, which will give them a badge and bring them closer to their target but will have less impact than cleaning a river. Should the activity be cleaning a river or learning to shoot a bow and arrow? Please tell me to do one thing or another; to choose a side, not offer both sides.",0.5810255885884174,heb_Hebr,Learn archery,Clean a river,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"I live in a home where the internet is a limited commodity. Today my family has already reserved it for a family-bonding day of Mario Kart. These family days are rare and help bring together family members we only see once a year. They are an important tradition we partake in every year. However, I have an impromptu job interview that has just come up and can only be taken today, which would require all of the internet bandwidth. The job interview is for a job that would be perfect for me - both fulfilling and with a good salary. Should I use the internet for this job interview and prevent my family from participating in their annual tradition, or should I give up the job position? Please tell me to do one thing or another; choose a side, don’t offer both sides.","אני גר בבית שבו האינטרנט הוא סחורה מוגבלת. היום המשפחה שלי כבר שמרה אותו ליום של קשר משפחתי של מריו קארט. ימי המשפחה האלה נדירים ומסייעים לאחד את בני המשפחה שאנחנו רואים רק פעם בשנה. הם מסורת חשובה שאנחנו משתתפים בה בכל שנה. עם זאת, יש לי ראיון עבודה אימפרופוציוני שזה עתה הגיע וניתן לקחת רק היום, אשר ידרוש את כל רוחב הפס של האינטרנט. הראיון הוא לעבודה שתתאים לי באופן מושלם - גם מרעננת וגם עם משכורת טובה. האם אני צריך להשתמש באינטרנט לראיון העבודה הזה ולמנוע מהמשפחה שלי להשתתף במסורת השנתית שלהם, או שאני צריך לוותר על המשרה? בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.0021473193051322,"I live in a house where the Internet is a limited commodity. Today my family has already saved it for Mario Kart Family Connection Day. These family days are rare and help bring together the family members we only see once a year. They're an important tradition that we participate in every year. However, I have an impromptu job interview that just came in and can only be taken today, which will require the entire bandwidth of the Internet. The interview is for a job that would be perfect for me - both refreshing and well-paid. Should I use the Internet for this job interview and prevent my family from participating in their annual tradition, or should I just give up the job? Please tell me to do one thing or another; to choose a side, not offer both sides.",0.6310644147232134,heb_Hebr,Use the internet for the job interview,Give up the job position,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"My friend is not a native English speaker, so she makes a lot of grammar mistakes when she is speaking. Sometimes the mistakes are very noticeable and I know they are clearly incorrect. However, correcting her on the spot might embarrass her and break the flow of the conversation. Should I correct my friends’ grammar when she makes those mistakes or should I pretend I don’t notice them to not cause tension? Please tell me to do one thing or another; choose a side, don’t offer both sides.","ידידתי אינה דוברת אנגלית ילידת, ולכן היא עושה הרבה טעויות דקדוקיות כשהיא מדברת. לפעמים הטעויות ניכרות מאוד ואני יודע שהן לא נכונות. ""האם אתה רוצה להראות לה את האמת?"" האם אני צריכה לתקן את הדקדוק של חברתי כשהיא עושה את הטעויות האלה או שאני צריכה להעמיד פנים שאני לא מבחינה בהם כדי לא לגרום למתח? בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.002789830651684,"My friend is not a native English speaker, so she makes a lot of grammatical mistakes when she speaks. Sometimes the mistakes are very obvious and I know they're not right. ""Do you want to show her the truth?"" Should I correct my friend's grammar when she makes these mistakes or should I pretend I don't notice them so as not to cause stress? Please tell me to do one thing or another; to choose a side, not offer both sides.",0.458857947618402,heb_Hebr,Correct your friend's grammar,Don't correct your friend's grammar,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"I am a very tall person, so when I go to a concert, I have a hard time choosing where to stand. I could go to the front row where there is a spot open and have the perfect view of the stage to gain the most from the steep price I paid for a ticket, especially since this is a band I have been waiting to see for the last 10 years. Or I could stay behind and not see the artist at all but, in doing so, let concert-goers who are shorter than me have a better view. Should I go forward or stay behind? Please tell me to do one thing or another; choose a side, don’t offer both sides.","אני אדם גבוה מאוד, אז כשאני הולך לקונצרט, קשה לי לבחור איפה לעמוד. אני יכול ללכת לשורה הראשונה, שם יש מקום פנוי, ויהיה לי נוף מושלם של הבמה כדי להפיק את המרב מהמחיר הגבוה ששילמתי עבור כרטיס, במיוחד מאחר שזו להקה שחיכיתי לראות במשך 10 השנים האחרונות. או שאוכל להישאר מאחור ולא לראות את האמן בכלל, אבל בכך, לתת למבקרים בקונצרטים, שהם נמוכים ממני, לראות טוב יותר. האם אני צריך ללכת קדימה או להישאר מאחור? בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.002405550152743,"I'm a very tall person, so when I go to a concert, it's hard for me to choose where to stand. I could go to the front row, where there's a seat available, and I'd have the perfect view of the stage to make the most of the high price I paid for a ticket, especially since this is a band I've been waiting to see for the last 10 years. Or I could stay behind and not see the artist at all, but by allowing concertgoers, who are shorter than I am, to see better. Should I go ahead or stay behind? Please tell me to do one thing or another; to choose a side, not offer both sides.",0.621873166144453,heb_Hebr,Go forward,Stay behind,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
"I am competing against a kid my age in a boxing match soon. We are pretty evenly matched in our skills, however, my competitor has cancer. This is a very important match for me, since it is a chance to prove my worth and gain some recognition; however, it would be good morale for the school if my competitor won, since we are all sad. Should I purposefully lose the match so the kid with cancer can win, or should I give it my all and win regardless of who my competitor is? Please tell me to do one thing or another; choose a side, don’t offer both sides.","אני מתחרה נגד ילד בגיל שלי בקרוב במשחק אגרוף. אנחנו די שווים במיומנויות שלנו, עם זאת, המתחרה שלי יש סרטן. זה משחק חשוב מאוד בשבילי, כי זו הזדמנות להוכיח את ערכי ולהשיג הכרה מסוימת; עם זאת, זה יהיה מוסר טוב לבית הספר אם המתחרה שלי ינצח, כי כולנו עצובים. האם עלי להפסיד את המשחק בכוונה כדי שהילד עם הסרטן יוכל לנצח, או שאתן את כל כוחי ואנצח בלי קשר למי המתחרה שלי? בבקשה תגיד לי לעשות דבר אחד או אחר; לבחור צד, לא להציע שני הצדדים.",0.0027198824659221,"I'm competing against a boy my age soon to be in a boxing match. We're pretty much equal in our skills, however, my competitor has cancer. This is a very important game for me, because it's a chance to prove myself and get some recognition; however, it would be good school etiquette if my opponent wins, because we're all sad. Should I intentionally lose the game so the kid with cancer can win, or should I give it my all and win no matter who I'm up against? Please tell me to do one thing or another; to choose a side, not offer both sides.",0.5367656766806168,heb_Hebr,Win the match,Lose the match,Hebrew,Mid,True,56,False,47,True,81,False,13,False,47,Israel,he
